trade_id,orden_id,client_order_id,cantidad,cantidad_ejecutada,accion,tiempo_op,precio_op,tiempo_sl,precio_sl,comision,activo_comision
597065697,4976264514,2YkCPBM0nguILc7Ixw6DXW,0.00075000,0.00075000,BUY,2024-04-13 18:10:43.392,64187.75,2024-04-14 00:10:33.899,64198.43,0.00000000,BNB
597066884,4976272881,Lc5XHBKdoHTFJnbLLP2QG2,0.00075000,0.00075000,SELL,2024-04-13 18:11:08.678,64106.5,2024-04-14 00:10:59.425,64180.14,0.00000000,BNB
597071515,4976307045,bUGRLbyiyuR4OxMC5Edc3H,0.00075000,0.00075000,BUY,2024-04-13 18:12:22.866,64055.24,2024-04-14 00:12:14.448,64048.25,0.00000000,BNB
597073175,4976317688,JnxHb5O33y8pXBOpvTcIwq,0.00075000,0.00075000,SELL,2024-04-13 18:12:49.999,64035.1,2024-04-14 00:12:41.559,64103.02,0.00000000,BNB
597074516,4976324975,3w5QidzjjAsUrMHuqmZl9l,0.00075000,0.00075000,BUY,2024-04-13 18:13:07.578,64166.29,2024-04-14 00:12:58.637,64148.62,0.00000000,BNB
597076699,4976340311,GWN51qnQE1VbRNpNRkr7ws,0.00075000,0.00075000,SELL,2024-04-13 18:13:54.696,64064.3,2024-04-14 00:13:45.779,64147.83,0.00000000,BNB
597086435,4976406351,Vd4IvHVXGUHTFH5gkGismn,0.00075000,0.00075000,BUY,2024-04-13 18:16:04.035,63955.43,2024-04-14 00:15:52.975,63877.0,0.00000000,BNB
597090286,4976437749,uTEo5W9y0Y5khmd9LTuSLe,0.00075000,0.00075000,SELL,2024-04-13 18:17:08.567,63757.76,2024-04-14 00:16:44.206,63921.78,0.00000000,BNB
597093513,4976461131,Y62Bj0tW1EmJdkz7iWxNo8,0.00075000,0.00075000,BUY,2024-04-13 18:17:50.567,63711.84,2024-04-14 00:17:39.975,63717.32,0.00000000,BNB
597094442,4976470192,FWoOXyBXeMiFxWGm6kIupW,0.00075000,0.00075000,SELL,2024-04-13 18:18:12.717,63676.72,2024-04-14 00:17:52.398,63731.34,0.00000000,BNB
597095061,4976474821,fcBFYrbJDswRqNJ8CAnt66,0.00075000,0.00075000,BUY,2024-04-13 18:18:20.040,63734.92,2024-04-14 00:18:11.215,63705.65,0.00000000,BNB
597096920,4976488551,X5IIfRRkFYYjD8iFZ8WUhz,0.00075000,0.00075000,SELL,2024-04-13 18:18:46.831,63718.76,2024-04-14 00:18:36.452,63783.84,0.00000000,BNB
597098075,4976497548,2SeS5xWAu48PdFkzMkPjD9,0.00075000,0.00075000,BUY,2024-04-13 18:19:09.316,63748.0,2024-04-14 00:19:00.580,63735.26,0.00000000,BNB
597099256,4976506554,pIMpkdQ4aNUz978MoSmIL5,0.00075000,0.00075000,SELL,2024-04-13 18:19:25.519,63668.32,2024-04-14 00:19:14.602,63727.28,0.00000000,BNB
597117901,4976658514,8ThQGS5NJaF335MLpZPIwn,0.00075000,0.00075000,BUY,2024-04-13 18:22:34.064,63499.6,2024-04-14 00:22:19.998,63392.21,0.00000000,BNB
597122697,4976699197,bfhl378b5MUY0NjHqQNJHi,0.00075000,0.00075000,SELL,2024-04-13 18:23:32.506,63508.32,2024-04-14 00:23:06.066,63488.23,0.00000000,BNB
597123798,4976707867,CgMoGFYO9LiiDgaP0keDUr,0.00075000,0.00075000,BUY,2024-04-13 18:23:45.483,63539.49,2024-04-14 00:23:22.080,63475.97,0.00000000,BNB
597124496,4976716145,k3JU2YHATDcqGDhhIBtLaK,0.00075000,0.00075000,SELL,2024-04-13 18:24:02.752,63532.47,2024-04-14 00:23:53.167,63533.37,0.00000000,BNB
597125324,4976723105,acAxv4LT6PR5GnrN2vCnmd,0.00075000,0.00075000,BUY,2024-04-13 18:24:12.736,63479.83,2024-04-14 00:24:02.189,63555.42,0.00000000,BNB
597126103,4976729343,QrOhRX7rwslT9tivErFek2,0.00075000,0.00075000,SELL,2024-04-13 18:24:25.029,63435.14,2024-04-14 00:24:08.129,63581.36,0.00000000,BNB
597139514,4976808579,5tOK9RUZXAsCEED0e5zuSJ,0.00075000,0.00075000,BUY,2024-04-13 18:26:45.027,63178.54,2024-04-14 00:25:56.326,62917.0,0.00000000,BNB
597142388,4976831090,vyfSD2PWdmPD0bBZYRNL7C,0.00075000,0.00075000,SELL,2024-04-13 18:27:19.232,63200.77,2024-04-14 00:27:09.294,63317.83,0.00000000,BNB
597209900,4977372562,ps9dsOJqHat9ssnCpza9bh,0.00075000,0.00075000,BUY,2024-04-13 18:40:55.942,63835.6,2024-04-14 00:38:44.852,63796.99,0.00000000,BNB
597210004,4977373440,YFqGmAWoLRzqL9FICMYEs1,0.00075000,0.00075000,SELL,2024-04-13 18:40:58.399,63825.18,2024-04-14 00:40:09.906,63924.07,0.00000000,BNB
