trade_id,orden_id,client_order_id,cantidad,cantidad_ejecutada,accion,tiempo_op,precio_op,tiempo_sl,precio_sl,comision,activo_comision
597212338,4977393776,yng9Ktc2FmxHuRekPiRheA,0.00075000,0.00075000,BUY,2024-04-13 18:41:36.053,63855.98,2024-04-14 00:41:14.860,63829.38,0.00000000,BNB
597219711,4977451227,IX6Udd6Ncpw2CmC0pW0HKB,0.00075000,0.00075000,SELL,2024-04-13 18:43:05.118,64140.12,2024-04-14 00:42:54.434,64177.0,0.00000000,BNB
597222569,4977477357,hH0n7biYZgmNT2mWZEQayV,0.00075000,0.00075000,BUY,2024-04-13 18:44:00.826,64159.84,2024-04-14 00:43:49.396,64136.19,0.00000000,BNB
597225208,4977497469,7ZMyljW9n54KdsBfiUctLZ,0.00075000,0.00075000,SELL,2024-04-13 18:44:44.348,64090.54,2024-04-14 00:44:34.703,64146.16,0.00000000,BNB
597228842,4977519905,9z0sj71iwZtY40n18Ke34K,0.00075000,0.00075000,BUY,2024-04-13 18:45:23.905,64179.41,2024-04-14 00:45:06.595,64081.56,0.00000000,BNB
597232160,4977543438,HiO5eVyhWAx4zF8lQA6zyb,0.00075000,0.00075000,SELL,2024-04-13 18:46:05.434,64145.49,2024-04-14 00:45:47.781,64258.06,0.00000000,BNB
597234008,4977557003,wZQ9o6KO2G70bzsJSHlAVx,0.00075000,0.00075000,BUY,2024-04-13 18:46:24.341,64127.19,2024-04-14 00:46:14.888,64161.26,0.00000000,BNB
597234911,4977563814,eY78HuCbwUxKWda27LihjE,0.00075000,0.00075000,SELL,2024-04-13 18:46:37.428,64100.12,2024-04-14 00:46:26.775,64141.96,0.00000000,BNB
597240210,4977607272,7FKJRk4uERFUk9sjAkhvxP,0.00075000,0.00075000,BUY,2024-04-13 18:47:45.125,63967.76,2024-04-14 00:47:35.037,63996.98,0.00000000,BNB
597242404,4977626695,QT9D3FmqJ6a5ICJ7iODeFF,0.00075000,0.00075000,SELL,2024-04-13 18:48:12.268,63932.48,2024-04-14 00:47:44.184,63993.13,0.00000000,BNB
597242921,4977630628,uaxaqZb4ZumJjjQA4N6I0Z,0.00075000,0.00075000,BUY,2024-04-13 18:48:17.552,63948.0,2024-04-14 00:48:00.030,63910.87,0.00000000,BNB
597244166,4977642476,FYht0zzjgc6T5Nr6ig7d19,0.00075000,0.00075000,SELL,2024-04-13 18:48:40.031,63888.13,2024-04-14 00:48:27.130,63948.39,0.00000000,BNB
597245250,4977653405,BwVlBuV9XFPvvoS6xbxYq5,0.00075000,0.00075000,BUY,2024-04-13 18:49:01.179,63891.19,2024-04-14 00:48:51.161,63888.89,0.00000000,BNB
597246457,4977662825,6Gk7eLOOEQzwoham3j058Q,0.00075000,0.00075000,SELL,2024-04-13 18:49:16.617,63874.05,2024-04-14 00:49:07.352,63883.79,0.00000000,BNB
597247360,4977670518,nv9uH2qRgLp2ihUPBHkpj6,0.00075000,0.00075000,BUY,2024-04-13 18:49:30.166,63875.1,2024-04-14 00:49:12.307,63887.18,0.00000000,BNB
597248870,4977681768,shCt5kCsj3lwLD2xFHstqt,0.00075000,0.00075000,SELL,2024-04-13 18:49:51.112,63801.6,2024-04-14 00:49:24.308,63930.16,0.00000000,BNB
597254345,4977726242,KSqg5cTZ6egJFl2IHe9xER,0.00075000,0.00075000,BUY,2024-04-13 18:51:07.221,63771.58,2024-04-14 00:50:41.572,63729.72,0.00000000,BNB
597257016,4977752838,8bJEUFO8ZRGVS1LyGtrh9x,0.00075000,0.00075000,SELL,2024-04-13 18:51:54.292,63684.82,2024-04-14 00:51:41.428,63768.19,0.00000000,BNB
597260779,4977789465,YClELAyXs6n7LhZ6rUET35,0.00075000,0.00075000,BUY,2024-04-13 18:53:06.082,63655.5,2024-04-14 00:52:52.799,63666.66,0.00000000,BNB
597263713,4977814777,om7hhR1wkYHrixvZnuqhqY,0.00075000,0.00075000,SELL,2024-04-13 18:53:57.862,63676.83,2024-04-14 00:53:44.073,63744.48,0.00000000,BNB
597264461,4977821045,5mn9JRG8NYKVSYWBRVVwQ0,0.00075000,0.00075000,BUY,2024-04-13 18:54:10.566,63723.89,2024-04-14 00:53:57.905,63708.27,0.00000000,BNB
597265630,4977830532,3ju2FLENJqz8I3JvsoZhKb,0.00075000,0.00075000,SELL,2024-04-13 18:54:27.959,63680.0,2024-04-14 00:54:11.098,63748.79,0.00000000,BNB
597266880,4977842283,rzRcWWsjseLHlSYQdK7JN5,0.00075000,0.00075000,BUY,2024-04-13 18:54:53.523,63771.62,2024-04-14 00:54:28.051,63716.26,0.00000000,BNB
597268408,4977855917,qJvogrLALlxnuVcjQRxsJO,0.00075000,0.00075000,SELL,2024-04-13 18:55:22.093,63728.46,2024-04-14 00:54:57.265,63797.0,0.00000000,BNB
597269470,4977867077,VBYEXzucxKtSzCifqSu1W7,0.00075000,0.00075000,BUY,2024-04-13 18:55:45.208,63771.33,2024-04-14 00:55:31.042,63742.95,0.00000000,BNB
597272638,4977891379,Hco0rHuSpnTma7hrJNr0kW,0.00075000,0.00075000,SELL,2024-04-13 18:56:30.752,63792.17,2024-04-14 00:56:16.470,63858.51,0.00000000,BNB
597282076,4977976569,8hm2EGehAKAX5xBqXqLdE9,0.00075000,0.00075000,BUY,2024-04-13 18:59:18.078,63634.79,2024-04-14 00:58:59.928,63581.34,0.00000000,BNB
597287231,4978014068,29ieepYSSvjZzCZa3A02uv,0.00075000,0.00075000,SELL,2024-04-13 19:00:31.624,63584.02,2024-04-14 01:00:17.127,63692.97,0.00000000,BNB
597291896,4978050930,8p0EZQl50X2O2YSDwKRWkl,0.00075000,0.00075000,BUY,2024-04-13 19:01:30.435,63551.82,2024-04-14 01:01:18.987,63568.44,0.00000000,BNB
597298693,4978106545,VNM1YvJjOvxwkxRN2Clxc3,0.00075000,0.00075000,SELL,2024-04-13 19:03:17.949,63587.19,2024-04-14 01:03:05.399,63661.99,0.00000000,BNB
597300453,4978119803,mjgzqZ8Te2t7YMRMIVA53T,0.00075000,0.00075000,BUY,2024-04-13 19:03:44.541,63619.89,2024-04-14 01:03:31.562,63618.0,0.00000000,BNB
597306321,4978170962,KK0BzwyejAwKbm7fPQhEP8,0.00075000,0.00075000,SELL,2024-04-13 19:05:27.535,63688.74,2024-04-14 01:05:11.810,63790.75,0.00000000,BNB
597314169,4978233870,ACUZdCXuN5mz3hokXi4h9H,0.00075000,0.00075000,BUY,2024-04-13 19:07:31.384,63639.9,2024-04-14 01:07:05.018,63577.0,0.00000000,BNB
597316481,4978252889,couSjdFww7dlV12kkGbds5,0.00075000,0.00075000,SELL,2024-04-13 19:08:20.213,63530.0,2024-04-14 01:08:09.548,63634.33,0.00000000,BNB
597324207,4978307805,xxlRoT0tsV9JgSZSjuN3n6,0.00075000,0.00075000,BUY,2024-04-13 19:09:42.063,63344.0,2024-04-14 01:09:31.984,63334.15,0.00000000,BNB
597325593,4978319715,QNtvsHblyxMJao89rMlW2O,0.00075000,0.00075000,SELL,2024-04-13 19:10:00.139,63321.1,2024-04-14 01:09:48.824,63379.12,0.00000000,BNB
597328336,4978339473,Ymho8d62CNV6YAeT3jJNT3,0.00075000,0.00075000,BUY,2024-04-13 19:10:30.848,63399.99,2024-04-14 01:10:04.013,63329.99,0.00000000,BNB
597330610,4978356790,U7VNzhkCqaHeneM9vqXxWO,0.00075000,0.00075000,SELL,2024-04-13 19:11:02.684,63372.41,2024-04-14 01:10:41.080,63393.94,0.00000000,BNB
597332375,4978368717,B2HjXRlHp9pJiTCAxpl4IP,0.00075000,0.00075000,BUY,2024-04-13 19:11:20.783,63383.98,2024-04-14 01:11:08.096,63347.99,0.00000000,BNB
597334085,4978381315,SARiZARI0oEv9KIKK8tV2G,0.00075000,0.00075000,SELL,2024-04-13 19:11:41.819,63352.13,2024-04-14 01:11:20.188,63418.94,0.00000000,BNB
597340386,4978424424,ZmG74bEXdSGr314YopIyg7,0.00075000,0.00075000,BUY,2024-04-13 19:13:12.045,63464.05,2024-04-14 01:12:40.374,63307.55,0.00000000,BNB
597344377,4978461197,a8jPtlU82oZaeKg97PYQQr,0.00075000,0.00075000,SELL,2024-04-13 19:14:23.958,63456.51,2024-04-14 01:14:07.595,63502.26,0.00000000,BNB
597346654,4978481654,SsnQcPqumawarbuElfAefW,0.00075000,0.00075000,BUY,2024-04-13 19:15:08.077,63419.69,2024-04-14 01:14:44.946,63453.98,0.00000000,BNB
597347642,4978489157,n1Gm6B4KiE82uEyliIHWeF,0.00075000,0.00075000,SELL,2024-04-13 19:15:19.709,63524.0,2024-04-14 01:15:02.634,63482.95,0.00000000,BNB
597349338,4978502514,w8H8PaLmtfSXH7wfbad72k,0.00075000,0.00075000,BUY,2024-04-13 19:15:42.930,63543.87,2024-04-14 01:15:15.703,63470.75,0.00000000,BNB
597350582,4978514369,pJ9fB2AeM3BoIIMFOJ3hXa,0.00075000,0.00075000,SELL,2024-04-13 19:16:04.639,63470.14,2024-04-14 01:15:41.916,63600.18,0.00000000,BNB
597353623,4978539111,50nnfv2Jp92HkbqNrWQ6eJ,0.00075000,0.00075000,BUY,2024-04-13 19:16:44.730,63511.59,2024-04-14 01:16:21.985,63447.25,0.00000000,BNB
597356578,4978566323,SLkJRq2m6owK299G2dFfZy,0.00075000,0.00075000,SELL,2024-04-13 19:17:33.017,63481.66,2024-04-14 01:17:02.123,63537.01,0.00000000,BNB
597358153,4978579565,tDGTk7XwgUSLZ7cZa6Iiiq,0.00075000,0.00075000,BUY,2024-04-13 19:17:58.677,63586.76,2024-04-14 01:17:29.154,63479.62,0.00000000,BNB
597359927,4978595567,7F0c6KXQsj58KWk48KDEis,0.00075000,0.00075000,SELL,2024-04-13 19:18:32.674,63545.71,2024-04-14 01:18:14.506,63620.42,0.00000000,BNB
597363506,4978627185,kSxlW2WoiIJAq4laB4Bmov,0.00075000,0.00075000,BUY,2024-04-13 19:19:45.732,63534.46,2024-04-14 01:19:29.767,63499.97,0.00000000,BNB
597368939,4978671835,506f3eyC14SI7aJWYlNPej,0.00075000,0.00075000,SELL,2024-04-13 19:21:16.070,63567.85,2024-04-14 01:21:04.188,63622.39,0.00000000,BNB
597372508,4978701602,lqQYrWlj6KbaXiHekM9sAt,0.00075000,0.00075000,BUY,2024-04-13 19:22:26.683,63626.18,2024-04-14 01:22:11.442,63634.84,0.00000000,BNB
597378640,4978747116,G8o0dYicgH86wG7ZnEuo5t,0.00075000,0.00075000,SELL,2024-04-13 19:23:59.338,63676.03,2024-04-14 01:23:47.238,63731.82,0.00000000,BNB
597380711,4978763902,OETTA9LNc9GVYxdIckuaHb,0.00075000,0.00075000,BUY,2024-04-13 19:24:38.302,63699.43,2024-04-14 01:24:25.807,63715.44,0.00000000,BNB
597384692,4978798644,HOb95PDon29HSZUiZAgk21,0.00075000,0.00075000,SELL,2024-04-13 19:25:49.195,63696.07,2024-04-14 01:25:34.528,63801.17,0.00000000,BNB
597386766,4978819104,DYop8Xd7ezPncO1MgQSyb9,0.00075000,0.00075000,BUY,2024-04-13 19:26:34.769,63740.62,2024-04-14 01:26:16.007,63724.87,0.00000000,BNB
