trade_id,orden_id,client_order_id,cantidad,cantidad_ejecutada,accion,tiempo_op,precio_op,tiempo_sl,precio_sl,comision,activo_comision
609609160,5085427245,UTVJQc3Au830ysmFbC3FKP,0.00010000,0.00010000,BUY,2024-04-16 23:08:07.367,64239.29,2024-04-17 05:08:07.013,64203.24,0.00000000,BNB
609609292,5085428374,7mo4ZclYQSSZFfVBUV9oK9,0.00010000,0.00010000,SELL,2024-04-16 23:08:17.373,64229.5,2024-04-17 05:08:16.967,64200.17,0.00000000,BNB
609610521,5085436393,6zdcIvdlawz8KLb3pLbHKz,0.00010000,0.00010000,BUY,2024-04-16 23:08:58.906,64220.59,2024-04-17 05:08:57.958,64179.6,0.00000000,BNB
609612252,5085451091,1XbVRPiHgjbYIoQYAMLOYf,0.00010000,0.00010000,SELL,2024-04-16 23:09:47.356,64215.04,2024-04-17 05:09:35.986,64166.04,0.00000000,BNB
609612257,5085451142,iBFjpp1uPdtQegzIwCRW8a,0.00010000,0.00010000,BUY,2024-04-16 23:09:47.614,64217.71,2024-04-17 05:09:47.008,64176.0,0.00000000,BNB
609612857,5085456454,MN2t4rr8yVguM6e7mTKEIi,0.00010000,0.00010000,SELL,2024-04-16 23:10:09.462,64213.42,2024-04-17 05:10:09.170,64181.72,0.00000000,BNB
609614095,5085466311,hULJLxR973IjDcbcwWsXgj,0.00010000,0.00010000,BUY,2024-04-16 23:10:59.715,64239.54,2024-04-17 05:10:59.281,64200.35,0.00000000,BNB
609619475,5085503399,hyxGLGdUTf8ZwWbQHwR48c,0.00010000,0.00010000,SELL,2024-04-16 23:13:16.431,64285.12,2024-04-17 05:13:16.170,64255.0,0.00000000,BNB
609620765,5085515781,SvBdIsuzk6rcw4fyvGIB1O,0.00010000,0.00010000,BUY,2024-04-16 23:14:00.999,64283.2,2024-04-17 05:14:00.480,64241.99,0.00000000,BNB
609622464,5085528885,1eHl6qXTLeH05Wf5gWzQUA,0.00010000,0.00010000,SELL,2024-04-16 23:15:05.296,64295.89,2024-04-17 05:15:02.729,64274.99,0.00000000,BNB
609623233,5085534158,oxZRhxWUhkpqukvRQd4su4,0.00010000,0.00010000,BUY,2024-04-16 23:15:16.327,64332.76,2024-04-17 05:15:15.873,64284.99,0.00000000,BNB
609627637,5085562278,JdbmawECJOofimmdKmbZ0A,0.00010000,0.00010000,SELL,2024-04-16 23:15:45.402,64461.2,2024-04-17 05:15:45.138,64426.0,0.00000000,BNB
609629832,5085584360,HzIeoZIAkyNr0zb6f4VIqg,0.00010000,0.00010000,BUY,2024-04-16 23:16:25.522,64474.69,2024-04-17 05:16:25.005,64429.35,0.00000000,BNB
609632122,5085599177,sbwL07jRo07RfvF1yammdh,0.00010000,0.00010000,SELL,2024-04-16 23:16:44.575,64474.72,2024-04-17 05:16:44.271,64439.39,0.00000000,BNB
609633537,5085612511,y8POIQNmy4lT598oTu03vl,0.00010000,0.00010000,BUY,2024-04-16 23:17:19.743,64498.24,2024-04-17 05:17:19.375,64450.0,0.00000000,BNB
609634070,5085618118,N2arL3JQ8ixhaoYqsN25H3,0.00010000,0.00010000,SELL,2024-04-16 23:17:39.829,64466.37,2024-04-17 05:17:39.529,64429.86,0.00000000,BNB
609635946,5085633309,g4qeynEa1vN3xYxu7kVKrk,0.00010000,0.00010000,BUY,2024-04-16 23:18:27.429,64451.24,2024-04-17 05:18:26.601,64406.09,0.00000000,BNB
609636924,5085641678,uCT2SuPaRtLD5H6EKjwaMo,0.00010000,0.00010000,SELL,2024-04-16 23:19:09.892,64508.17,2024-04-17 05:18:55.750,64407.17,0.00000000,BNB
609637033,5085641975,788spkgAIGfARDqm15IUDn,0.00010000,0.00010000,BUY,2024-04-16 23:19:10.361,64510.28,2024-04-17 05:19:08.612,64407.17,0.00000000,BNB
609638327,5085651300,hdcUo3ab34u8E0P3fy3Kys,0.00010000,0.00010000,SELL,2024-04-16 23:19:29.953,64452.22,2024-04-17 05:19:29.697,64408.04,0.00000000,BNB
609638872,5085656595,l7xMKX6fNrLmuC38BGuBYQ,0.00010000,0.00010000,BUY,2024-04-16 23:19:51.052,64473.05,2024-04-17 05:19:50.579,64424.38,0.00000000,BNB
609639286,5085660407,XfnwRDsJdr78fD2qimrypH,0.00010000,0.00010000,SELL,2024-04-16 23:20:04.218,64444.01,2024-04-17 05:20:03.871,64409.55,0.00000000,BNB
609642399,5085682115,7FaleKW4dVTFNa1G5RIuhf,0.00010000,0.00010000,BUY,2024-04-16 23:20:54.441,64382.19,2024-04-17 05:20:54.223,64333.4,0.00000000,BNB
609642909,5085686826,cGNwEyd05ELXZSHuEUM8tc,0.00010000,0.00010000,SELL,2024-04-16 23:21:08.519,64352.49,2024-04-17 05:21:08.266,64312.52,0.00000000,BNB
609646318,5085715295,X0AmkZlRfkqZM9xMIhKdLs,0.00010000,0.00010000,BUY,2024-04-16 23:22:34.033,64284.26,2024-04-17 05:22:33.003,64235.48,0.00000000,BNB
609646510,5085717687,SDxjHUvRVVxDD8s7uensPe,0.00010000,0.00010000,SELL,2024-04-16 23:22:47.054,64272.7,2024-04-17 05:22:46.776,64225.63,0.00000000,BNB
609648578,5085728083,T8OqzjawXxFBKPoXRF2Uyq,0.00010000,0.00010000,BUY,2024-04-16 23:23:23.191,64277.07,2024-04-17 05:23:22.861,64221.52,0.00000000,BNB
609650178,5085735369,q8uKwkvSZcJVTKuYbxqwAY,0.00010000,0.00010000,SELL,2024-04-16 23:23:39.251,64257.55,2024-04-17 05:23:38.794,64207.82,0.00000000,BNB
609653108,5085753615,u2yROQAOAGqI5uW7kakFBD,0.00010000,0.00010000,BUY,2024-04-16 23:24:28.662,64242.84,2024-04-17 05:24:27.839,64187.5,0.00000000,BNB
609655209,5085769991,ppL1TpvjlwpaAlSTToYYMp,0.00010000,0.00010000,SELL,2024-04-16 23:25:27.209,64270.68,2024-04-17 05:25:26.952,64239.19,0.00000000,BNB
