Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Ganancia,Método,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
30865.0,2023-07-03 15:20:13.396145,30866.64,2023-07-03 15:20:21.054375,0.1639999999999418,2G,30,0.02,-10,15,30,5,15,5,30,10,8.593609
30867.27,2023-07-03 15:20:21.907270,30873.95,2023-07-03 15:20:25.690053,0.6680000000000291,2G,30,0.02,-10,15,30,5,15,5,30,10,17.097612
30879.03,2023-07-03 15:21:13.931456,30886.63,2023-07-03 15:21:53.575121,0.7600000000002183,2G,30,0.02,-10,15,30,5,15,5,30,10,3.856858
30882.29,2023-07-03 15:22:41.975434,30897.36,2023-07-03 15:24:13.399939,1.506999999999971,1G,30,0.02,-10,15,30,5,15,5,30,10,3.494628
30902.41,2023-07-03 15:25:01.832564,30924.88,2023-07-03 15:25:10.540119,2.2470000000001167,1G,30,0.02,-10,15,30,5,15,5,30,10,3.03719
30918.78,2023-07-03 15:27:13.201210,30934.8,2023-07-03 15:28:22.812398,1.6020000000000438,1G,30,0.02,-10,15,30,5,15,5,30,10,3.347894
30931.94,2023-07-03 15:29:19.787292,30941.51,2023-07-03 15:30:16.575696,0.956999999999971,1G,30,0.02,-10,15,30,5,15,5,30,10,3.040273
30973.82,2023-07-03 15:30:38.493370,30980.06,2023-07-03 15:30:56.672795,0.6240000000001601,2G,30,0.02,-10,15,30,5,15,5,30,10,3.5002
30982.0,2023-07-03 15:30:57.569225,30992.54,2023-07-03 15:31:09.405160,1.0540000000000873,1G,30,0.02,-10,15,30,5,15,5,30,10,22.305899
30984.81,2023-07-03 15:31:57.496935,30996.84,2023-07-03 15:32:49.626878,1.2029999999998837,2G,30,0.02,-10,15,30,5,15,5,30,10,4.452818
30997.42,2023-07-03 15:32:50.521708,31003.49,2023-07-03 15:33:02.857689,0.6070000000003347,1G,30,0.02,-10,15,30,5,15,5,30,10,11.856369
31003.5,2023-07-03 15:33:41.982416,31010.83,2023-07-03 15:33:55.260279,0.7330000000001746,1G,30,0.02,-10,15,30,5,15,5,30,10,3.366856
31025.58,2023-07-03 15:33:56.183943,31041.61,2023-07-03 15:34:03.902860,1.6029999999998836,1G,30,0.02,-10,15,30,5,15,5,30,10,17.298928
31046.3,2023-07-03 15:34:04.754963,31050.42,2023-07-03 15:34:39.206876,0.41199999999989817,2G,30,0.02,-10,15,30,5,15,5,30,10,25.873439
