Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Perdida,Método,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
31024.0,2023-07-04 05:50:12.429615,31014.77,2023-07-04 05:50:24.505621,-0.09229999999999564,1P,30,0.02,-5,20,35,5,20,5,30,10,5.101067
31015.09,2023-07-04 05:50:25.363586,31011.95,2023-07-04 05:51:03.885609,-0.03139999999999418,1P,30,0.02,-5,20,35,5,20,5,30,10,18.029869
31014.7,2023-07-04 05:53:37.105559,31009.06,2023-07-04 05:55:39.613123,-0.05639999999999418,1P,30,0.02,-5,20,35,5,20,5,30,10,2.329261
31003.05,2023-07-04 05:56:14.263639,30992.22,2023-07-04 05:57:33.026670,-0.10829999999998108,1P,30,0.02,-5,20,35,5,20,5,30,10,2.019357
30989.09,2023-07-04 05:58:03.495461,30985.48,2023-07-04 05:58:17.121613,-0.03610000000000582,1P,30,0.02,-5,20,35,5,20,5,30,10,3.284227
30986.21,2023-07-04 05:58:17.987449,30972.69,2023-07-04 05:59:46.488851,-0.13520000000000437,1P,30,0.02,-5,20,35,5,20,5,30,10,17.507371
30949.64,2023-07-04 06:00:43.598893,30941.99,2023-07-04 06:00:56.775981,-0.07649999999997817,1P,30,0.02,-5,20,35,5,20,5,30,10,3.305803
30942.0,2023-07-04 06:00:57.729715,30929.99,2023-07-04 06:01:05.198891,-0.120099999999984,1P,30,0.02,-5,20,35,5,20,5,30,10,17.169892
30941.94,2023-07-04 06:01:27.805247,30931.54,2023-07-04 06:01:40.653268,-0.10399999999997818,1P,30,0.02,-5,20,35,5,20,5,30,10,7.395011
30930.52,2023-07-04 06:03:38.604019,30924.93,2023-07-04 06:04:05.047016,-0.055900000000001455,1P,30,0.02,-5,20,35,5,20,5,30,10,4.012147
30910.12,2023-07-04 06:04:40.336262,30901.99,2023-07-04 06:04:53.444484,-0.08129999999997381,1P,30,0.02,-5,20,35,5,20,5,30,10,2.321062
30906.0,2023-07-04 06:04:54.314584,30889.85,2023-07-04 06:05:10.861322,-0.16150000000001455,1P,30,0.02,-5,20,35,5,20,5,30,10,16.025822
30911.41,2023-07-04 06:05:11.718133,30885.99,2023-07-04 06:05:12.580894,-0.25419999999998255,1P,30,0.02,-5,20,35,5,20,5,30,10,16.446895
30909.82,2023-07-04 06:05:24.805127,30908.0,2023-07-04 06:05:28.674065,-0.01819999999999709,1P,30,0.02,-5,20,35,5,20,5,30,10,8.534043
30908.01,2023-07-04 06:05:29.569979,30903.99,2023-07-04 06:05:30.444170,-0.040199999999967984,1P,30,0.02,-5,20,35,5,20,5,30,10,13.030145
30918.29,2023-07-04 06:07:34.984717,30909.92,2023-07-04 06:07:48.394699,-0.0837000000000262,1P,30,0.02,-5,20,35,5,20,5,30,10,3.296509
30909.93,2023-07-04 06:07:49.297658,30903.46,2023-07-04 06:08:14.266835,-0.06470000000001164,1P,30,0.02,-5,20,35,5,20,5,30,10,17.340353
30903.66,2023-07-04 06:08:15.120151,30900.23,2023-07-04 06:08:19.277523,-0.03430000000000291,1P,30,0.02,-5,20,35,5,20,5,30,10,16.348305
30900.3,2023-07-04 06:08:19.892461,30893.55,2023-07-04 06:08:23.190492,-0.0675,1P,30,0.02,-5,20,35,5,20,5,30,10,21.386877
30970.55,2023-07-04 06:10:04.677708,30968.97,2023-07-04 06:10:05.610928,-0.015799999999981083,1P,30,0.02,-5,20,35,5,20,5,30,10,21.350022
30968.98,2023-07-04 06:10:06.579175,30962.64,2023-07-04 06:10:34.078526,-0.06340000000000146,1P,30,0.02,-5,20,35,5,20,5,30,10,23.249076
31006.25,2023-07-04 06:13:30.239760,31004.97,2023-07-04 06:13:31.081476,-0.012799999999988359,1P,30,0.02,-5,20,35,5,20,5,30,10,13.018853
31008.07,2023-07-04 06:13:33.691366,31002.52,2023-07-04 06:13:42.795964,-0.05549999999999272,1P,30,0.02,-5,20,35,5,20,5,30,10,16.475386
31027.09,2023-07-04 06:16:51.533377,31027.08,2023-07-04 06:16:52.389436,-9.99999999839929e-05,2G,30,0.02,-5,20,35,5,20,5,30,10,13.340845
31027.09,2023-07-04 06:16:54.455074,31020.0,2023-07-04 06:17:03.569283,-0.07090000000000146,1P,30,0.02,-5,20,35,5,20,5,30,10,16.263677
31020.01,2023-07-04 06:17:04.477325,31014.77,2023-07-04 06:17:16.660888,-0.05239999999997963,1P,30,0.02,-5,20,35,5,20,5,30,10,26.284078
31020.53,2023-07-04 06:21:27.036979,31013.43,2023-07-04 06:22:02.323300,-0.07099999999998545,1P,30,0.02,-5,20,35,5,20,5,30,10,3.413973
31051.25,2023-07-04 06:28:10.276718,31046.21,2023-07-04 06:30:21.832782,-0.05040000000000873,1P,30,0.02,-5,20,35,5,20,5,30,10,3.668577
31025.01,2023-07-04 06:31:14.151216,31018.79,2023-07-04 06:36:20.630657,-0.06219999999997526,1P,30,0.02,-5,20,35,5,20,5,30,10,3.874164
31016.7,2023-07-04 06:39:50.366465,31011.61,2023-07-04 06:40:04.011054,-0.05090000000000146,1P,30,0.02,-5,20,35,5,20,5,30,10,2.102743
31011.99,2023-07-04 06:40:04.868751,31010.76,2023-07-04 06:41:44.009336,-0.012300000000032014,2G,30,0.02,-5,20,35,5,20,5,30,10,16.335374
31017.12,2023-07-04 06:41:44.900026,31010.38,2023-07-04 06:45:57.907537,-0.06739999999997963,1P,30,0.02,-5,20,35,5,20,5,30,10,4.089293
31010.68,2023-07-04 06:48:57.069318,31006.99,2023-07-04 06:49:40.761079,-0.0368999999999869,1P,30,0.02,-5,20,35,5,20,5,30,10,3.5844899999999997
30998.0,2023-07-04 06:50:46.300358,30990.97,2023-07-04 06:51:43.555282,-0.07029999999998836,1P,30,0.02,-5,20,35,5,20,5,30,10,2.640132
30995.99,2023-07-04 07:00:41.733211,30987.0,2023-07-04 07:02:18.121154,-0.08990000000001601,1P,30,0.02,-5,20,35,5,20,5,30,10,3.809819
30991.32,2023-07-04 07:02:44.865862,30983.99,2023-07-04 07:04:26.753054,-0.07329999999998109,1P,30,0.02,-5,20,35,5,20,5,30,10,4.577366
31030.95,2023-07-04 07:22:15.614944,31023.62,2023-07-04 07:24:40.053822,-0.07330000000001746,1P,30,0.02,-5,20,35,5,20,5,30,10,26.708875
31021.24,2023-07-04 07:25:10.579455,31018.58,2023-07-04 07:25:54.534931,-0.026599999999998545,1P,30,0.02,-5,20,35,5,20,5,30,10,2.454991
31019.95,2023-07-04 07:26:12.534397,31015.38,2023-07-04 07:26:16.965624,-0.04569999999999709,2G,30,0.02,-5,20,35,5,20,5,30,10,2.0209799999999998
31026.8,2023-07-04 07:28:41.910794,31024.41,2023-07-04 07:29:47.808176,-0.02389999999999418,1P,30,0.02,-5,20,35,5,20,5,30,10,3.249585
31009.3,2023-07-04 07:34:28.871130,31004.11,2023-07-04 07:35:25.591779,-0.0518999999999869,1P,30,0.02,-5,20,35,5,20,5,30,10,2.694696
31006.27,2023-07-04 07:38:16.898741,31001.23,2023-07-04 07:40:16.778827,-0.05040000000000873,1P,30,0.02,-5,20,35,5,20,5,30,10,3.607316
30994.05,2023-07-04 07:41:30.877242,30987.97,2023-07-04 07:42:36.279909,-0.060799999999981084,1P,30,0.02,-5,20,35,5,20,5,30,10,3.7736739999999998
30973.02,2023-07-04 07:43:24.739829,30967.4,2023-07-04 07:44:56.039401,-0.056199999999989814,1P,30,0.02,-5,20,35,5,20,5,30,10,1.878997
30965.75,2023-07-04 07:45:22.452433,30954.05,2023-07-04 07:45:44.444023,-0.11700000000000728,1P,30,0.02,-5,20,35,5,20,5,30,10,2.896839
30952.15,2023-07-04 07:45:45.362166,30950.13,2023-07-04 07:46:28.234210,-0.020200000000004367,1P,30,0.02,-5,20,35,5,20,5,30,10,25.543518
30944.8,2023-07-04 07:46:50.004058,30939.54,2023-07-04 07:48:26.600842,-0.05259999999998399,1P,30,0.02,-5,20,35,5,20,5,30,10,3.353234
30934.13,2023-07-04 07:49:01.574250,30932.0,2023-07-04 07:51:38.345874,-0.021300000000010186,1P,30,0.02,-5,20,35,5,20,5,30,10,3.389367
30929.54,2023-07-04 07:51:55.796164,30924.91,2023-07-04 07:52:04.885671,-0.04630000000001019,1P,30,0.02,-5,20,35,5,20,5,30,10,2.121505
30926.58,2023-07-04 07:52:05.758358,30922.8,2023-07-04 07:52:06.355075,-0.03780000000002474,1P,30,0.02,-5,20,35,5,20,5,30,10,11.810738
30922.71,2023-07-04 07:52:07.376461,30918.29,2023-07-04 07:53:36.568328,-0.04419999999998254,1P,30,0.02,-5,20,35,5,20,5,30,10,13.299139
30927.12,2023-07-04 07:56:49.781418,30922.54,2023-07-04 07:57:38.011109,-0.045799999999981085,1P,30,0.02,-5,20,35,5,20,5,30,10,1.895403
30920.98,2023-07-04 07:58:13.621089,30914.68,2023-07-04 07:59:14.253803,-0.06299999999999273,1P,30,0.02,-5,20,35,5,20,5,30,10,2.290018
30914.69,2023-07-04 07:59:15.135081,30908.41,2023-07-04 07:59:31.805133,-0.06279999999998837,1P,30,0.02,-5,20,35,5,20,5,30,10,12.808138
30914.96,2023-07-04 07:59:32.692741,30904.17,2023-07-04 07:59:33.337330,-0.10790000000000874,1P,30,0.02,-5,20,35,5,20,5,30,10,4.135212
30939.49,2023-07-04 08:02:53.531290,30934.99,2023-07-04 08:04:16.561767,-0.045,1P,30,0.02,-5,20,35,5,20,5,30,10,3.168881
30952.1,2023-07-04 08:07:33.461679,30944.47,2023-07-04 08:07:42.060376,-0.0762999999999738,1P,30,0.02,-5,20,35,5,20,5,30,10,3.436046
30952.02,2023-07-04 08:10:58.891448,30949.08,2023-07-04 08:16:14.078312,-0.029399999999986905,1P,30,0.02,-5,20,35,5,20,5,30,10,2.55545
30968.21,2023-07-04 08:25:56.007001,30963.43,2023-07-04 08:40:15.740887,-0.04779999999998836,1P,30,0.02,-5,20,35,5,20,5,30,10,2.509374
30964.24,2023-07-04 08:40:16.643113,30955.07,2023-07-04 08:41:16.621500,-0.09170000000001892,1P,30,0.02,-5,20,35,5,20,5,30,10,9.09829
30955.1,2023-07-04 08:41:43.132934,30947.06,2023-07-04 08:47:42.171436,-0.08039999999997235,1P,30,0.02,-5,20,35,5,20,5,30,10,2.804887
30950.0,2023-07-04 08:48:13.010615,30943.79,2023-07-04 08:48:34.873987,-0.06209999999999127,1P,30,0.02,-5,20,35,5,20,5,30,10,2.259999
30943.81,2023-07-04 08:48:35.756766,30936.0,2023-07-04 08:48:43.630807,-0.0781000000000131,1P,30,0.02,-5,20,35,5,20,5,30,10,24.735552
30936.0,2023-07-04 08:54:37.651552,30928.02,2023-07-04 08:54:46.423751,-0.07979999999999564,1P,30,0.02,-5,20,35,5,20,5,30,10,2.308069
30929.07,2023-07-04 08:54:47.275370,30924.32,2023-07-04 08:55:26.804873,-0.0475,1P,30,0.02,-5,20,35,5,20,5,30,10,11.657114
30922.71,2023-07-04 08:58:05.035040,30910.98,2023-07-04 08:58:09.381582,-0.11729999999999563,1P,30,0.02,-5,20,35,5,20,5,30,10,3.591806
30929.59,2023-07-04 09:00:38.574619,30922.72,2023-07-04 09:01:22.377592,-0.06869999999998981,1P,30,0.02,-5,20,35,5,20,5,30,10,3.379923
30898.01,2023-07-04 09:04:56.523825,30891.44,2023-07-04 09:05:00.771342,-0.0656999999999971,1P,30,0.02,-5,20,35,5,20,5,30,10,3.64892
30889.19,2023-07-04 09:05:01.616981,30871.24,2023-07-04 09:05:09.713546,-0.1794999999999709,1P,30,0.02,-5,20,35,5,20,5,30,10,8.476563
31024.99,2023-07-04 09:18:54.715723,31016.0,2023-07-04 09:19:43.055852,-0.044950000000008004,1P,30,0.02,-5,20,35,5,20,5,30,10,3.567186
31016.17,2023-07-04 09:20:00.239875,31010.06,2023-07-04 09:20:21.974931,-0.03054999999998472,1P,30,0.02,-5,20,35,5,20,5,30,10,2.686158
31015.76,2023-07-04 09:20:22.868912,31007.55,2023-07-04 09:20:23.733195,-0.04104999999999564,1P,30,0.02,-5,20,35,5,20,5,30,10,25.045574
31008.15,2023-07-04 09:20:24.619327,31000.11,2023-07-04 09:20:35.363171,-0.040200000000004364,1P,30,0.02,-5,20,35,5,20,5,30,10,26.79516
31007.55,2023-07-04 09:20:48.539039,31001.3,2023-07-04 09:21:37.852038,-0.03125,1P,30,0.02,-5,20,35,5,20,5,30,10,2.921709
30997.76,2023-07-04 09:22:17.112962,30992.66,2023-07-04 09:23:05.348160,-0.025499999999992723,1P,30,0.02,-5,20,35,5,20,5,30,10,1.96485
31006.75,2023-07-04 09:23:27.938014,31001.51,2023-07-04 09:23:31.617323,-0.026200000000008005,2G,30,0.02,-5,20,35,5,20,5,30,10,17.633243
31025.05,2023-07-04 09:24:59.889210,31018.22,2023-07-04 09:30:36.908390,-0.03414999999999054,1P,30,0.02,-5,20,35,5,20,5,30,10,2.998164
31011.0,2023-07-04 09:31:16.378802,31005.07,2023-07-04 09:35:04.121621,-0.029650000000001456,1P,30,0.02,-5,20,35,5,20,5,30,10,3.018437
31006.1,2023-07-04 09:35:17.773891,30994.25,2023-07-04 09:37:34.267094,-0.059249999999992725,1P,30,0.02,-5,20,35,5,20,5,30,10,3.271053
30994.04,2023-07-04 09:38:04.704563,30964.01,2023-07-04 09:38:09.277169,-0.15015000000001238,1P,30,0.02,-5,20,35,5,20,5,30,10,2.260687
30994.76,2023-07-04 09:38:10.138436,30964.01,2023-07-04 09:38:11.008,-0.15375,1P,30,0.02,-5,20,35,5,20,5,30,10,7.428645
30964.04,2023-07-04 09:38:11.877047,30954.95,2023-07-04 09:38:48.797216,-0.045450000000000726,1P,30,0.02,-5,20,35,5,20,5,30,10,9.164219
30963.23,2023-07-04 09:38:49.653593,30951.61,2023-07-04 09:38:50.506278,-0.058099999999994906,1P,30,0.02,-5,20,35,5,20,5,30,10,12.973309
30953.31,2023-07-04 09:38:51.363782,30944.11,2023-07-04 09:39:01.602185,-0.04600000000000364,1P,30,0.02,-5,20,35,5,20,5,30,10,14.681362
31006.47,2023-07-04 09:54:19.902289,31001.68,2023-07-04 09:55:12.433734,-0.023950000000004367,1P,30,0.02,-5,20,35,5,20,5,30,10,3.969687
31015.82,2023-07-04 09:59:05.080460,31012.35,2023-07-04 10:00:41.247243,-0.017350000000005823,1P,30,0.02,-5,20,35,5,20,5,30,10,2.378016
31017.66,2023-07-04 10:13:07.317062,31010.1,2023-07-04 10:15:23.759156,-0.03780000000000655,1P,30,0.02,-5,20,35,5,20,5,30,10,2.865301
31006.6,2023-07-04 10:19:56.477412,31002.7,2023-07-04 10:23:39.370783,-0.019499999999989085,1P,30,0.02,-5,20,35,5,20,5,30,10,3.162258
31005.56,2023-07-04 10:25:24.013222,31000.49,2023-07-04 10:26:55.843738,-0.025349999999998544,1P,30,0.02,-5,20,35,5,20,5,30,10,2.664952
31000.54,2023-07-04 10:27:22.145090,30995.2,2023-07-04 10:31:37.519808,-0.026700000000000727,1P,30,0.02,-5,20,35,5,20,5,30,10,2.012042
30995.09,2023-07-04 10:32:03.092620,30986.37,2023-07-04 10:32:20.832095,-0.04360000000000582,1P,30,0.02,-5,20,35,5,20,5,30,10,1.9480089999999999
30986.42,2023-07-04 10:32:21.681387,30980.38,2023-07-04 10:32:34.016903,-0.030199999999986175,1P,30,0.02,-5,20,35,5,20,5,30,10,20.264456
30980.56,2023-07-04 10:32:47.000960,30976.5,2023-07-04 10:33:00.001870,-0.02030000000000655,1P,30,0.02,-5,20,35,5,20,5,30,10,3.804383
30978.06,2023-07-04 10:33:00.924152,30975.84,2023-07-04 10:33:01.816768,-0.01110000000000582,1P,30,0.02,-5,20,35,5,20,5,30,10,17.516545
30978.22,2023-07-04 10:33:02.422049,30974.9,2023-07-04 10:33:03.019905,-0.016599999999998546,1P,30,0.02,-5,20,35,5,20,5,30,10,19.262929
30983.82,2023-07-04 10:33:14.224081,30972.39,2023-07-04 10:33:26.327059,-0.05715000000000146,1P,30,0.02,-5,20,35,5,20,5,30,10,4.304971
30972.48,2023-07-04 10:33:27.283393,30966.38,2023-07-04 10:33:56.755231,-0.030499999999992724,1P,30,0.02,-5,20,35,5,20,5,30,10,17.3482
30966.25,2023-07-04 10:33:57.608820,30655.29,2023-07-04 10:36:03.793553,-1.5547999999999957,3G,30,0.02,-5,20,35,5,20,5,30,10,21.693372
30967.53,2023-07-04 10:39:07.408769,30951.0,2023-07-04 10:39:37.911199,-0.08264999999999419,1P,30,0.02,-5,20,35,5,20,5,30,10,3.677183
31049.61,2023-07-04 10:51:05.867789,31045.5,2023-07-04 10:51:49.922674,-0.02055000000000291,1P,30,0.02,-5,20,35,5,20,5,30,10,2.396997
31046.0,2023-07-04 10:52:16.258023,31044.12,2023-07-04 10:54:45.057226,-0.009400000000005094,1P,30,0.02,-5,20,35,5,20,5,30,10,2.780862
31040.78,2023-07-04 10:55:15.571408,31034.17,2023-07-04 10:57:13.506668,-0.03305000000000291,1P,30,0.02,-5,20,35,5,20,5,30,10,3.616969
31031.63,2023-07-04 10:57:48.888747,31022.95,2023-07-04 10:58:49.962591,-0.04340000000000146,1P,30,0.02,-5,20,35,5,20,5,30,10,4.195607
31022.99,2023-07-04 10:59:15.932917,31014.45,2023-07-04 11:04:31.705569,-0.042700000000004366,1P,30,0.02,-5,20,35,5,20,5,30,10,2.885771
31014.46,2023-07-04 11:04:57.997122,31008.68,2023-07-04 11:10:09.001240,-0.02889999999999418,1P,30,0.02,-5,20,35,5,20,5,30,10,3.215589
31008.01,2023-07-04 11:10:43.908985,31002.24,2023-07-04 11:15:19.902313,-0.028849999999983993,1P,30,0.02,-5,20,35,5,20,5,30,10,2.926484
31052.32,2023-07-04 11:30:24.184254,31044.95,2023-07-04 11:31:07.957046,-0.03684999999999491,1P,30,0.02,-5,20,35,5,20,5,30,10,3.984961
31079.99,2023-07-04 11:34:06.934435,31074.27,2023-07-04 11:34:15.291086,-0.028600000000005822,1P,30,0.02,-5,20,35,5,20,5,30,10,2.98012
31074.73,2023-07-04 11:34:16.116807,31069.83,2023-07-04 11:34:28.672294,-0.024499999999989086,1P,30,0.02,-5,20,35,5,20,5,30,10,11.893863
31072.12,2023-07-04 11:34:29.497109,31068.01,2023-07-04 11:34:33.171827,-0.02055000000000291,1P,30,0.02,-5,20,35,5,20,5,30,10,25.278393
31068.41,2023-07-04 11:34:34.011643,31061.76,2023-07-04 11:35:16.611706,-0.033250000000007274,1P,30,0.02,-5,20,35,5,20,5,30,10,29.79398
31055.24,2023-07-04 11:35:47.568399,31048.49,2023-07-04 11:36:09.232649,-0.03375,1P,30,0.02,-5,20,35,5,20,5,30,10,1.9310040000000002
31048.52,2023-07-04 11:36:10.091850,31042.44,2023-07-04 11:37:19.257739,-0.030400000000008733,1P,30,0.02,-5,20,35,5,20,5,30,10,24.448822
31036.5,2023-07-04 11:38:57.687668,31034.94,2023-07-04 11:38:58.536869,-0.007800000000006548,2G,30,0.02,-5,20,35,5,20,5,30,10,5.773765
31035.9,2023-07-04 11:49:43.893800,31029.67,2023-07-04 11:50:01.488994,-0.03115000000001601,1P,30,0.02,-5,20,35,5,20,5,30,10,2.879296
31024.06,2023-07-04 11:53:57.198779,31016.01,2023-07-04 11:57:05.305642,-0.04025000000001455,1P,30,0.02,-5,20,35,5,20,5,30,10,2.162631
31067.95,2023-07-04 11:59:51.733806,31063.35,2023-07-04 12:00:26.355660,-0.023000000000010914,1P,30,0.02,-5,20,35,5,20,5,30,10,3.234343
31062.03,2023-07-04 12:00:52.492704,31056.11,2023-07-04 12:02:02.542227,-0.02959999999999127,1P,30,0.02,-5,20,35,5,20,5,30,10,3.234671
31054.56,2023-07-04 12:02:28.734593,31048.55,2023-07-04 12:02:41.718228,-0.030050000000010187,1P,30,0.02,-5,20,35,5,20,5,30,10,2.880062
31048.72,2023-07-04 12:02:42.650857,31039.33,2023-07-04 12:02:54.903949,-0.04694999999999709,1P,30,0.02,-5,20,35,5,20,5,30,10,16.528237
31039.49,2023-07-04 12:02:55.778422,31030.63,2023-07-04 12:03:08.305357,-0.04430000000000291,1P,30,0.02,-5,20,35,5,20,5,30,10,29.658823
31031.87,2023-07-04 12:03:25.346699,31026.59,2023-07-04 12:04:17.947112,-0.026399999999994178,1P,30,0.02,-5,20,35,5,20,5,30,10,2.055587
31045.17,2023-07-04 12:07:09.477032,31040.88,2023-07-04 12:10:08.437072,-0.021449999999986175,1P,30,0.02,-5,20,35,5,20,5,30,10,3.157987
31036.06,2023-07-04 12:10:39.122926,31030.03,2023-07-04 12:11:05.646135,-0.03015000000001237,1P,30,0.02,-5,20,35,5,20,5,30,10,1.929906
31031.27,2023-07-04 12:11:06.507398,31025.0,2023-07-04 12:16:36.378058,-0.03135000000000218,1P,30,0.02,-5,20,35,5,20,5,30,10,29.048222
31016.28,2023-07-04 12:17:16.093822,31014.24,2023-07-04 12:19:00.940450,-0.010199999999986177,1G,30,0.02,-5,20,35,5,20,5,30,10,2.355307
31066.0,2023-07-04 12:21:51.234448,31059.17,2023-07-04 12:22:21.795461,-0.03415000000000873,1P,30,0.02,-5,20,35,5,20,5,30,10,4.02411
31056.1,2023-07-04 12:22:57.982047,31055.01,2023-07-04 12:23:59.058360,-0.005450000000000728,2G,30,0.02,-5,20,35,5,20,5,30,10,3.485783
31064.47,2023-07-04 12:23:59.908728,31060.28,2023-07-04 12:24:51.353034,-0.020950000000011643,1P,30,0.02,-5,20,35,5,20,5,30,10,3.152909
31062.55,2023-07-04 12:25:08.803085,31054.71,2023-07-04 12:25:35.105018,-0.03920000000000073,1P,30,0.02,-5,20,35,5,20,5,30,10,3.629356
31060.22,2023-07-04 12:25:52.645945,31056.9,2023-07-04 12:26:40.893930,-0.016599999999998546,1P,30,0.02,-5,20,35,5,20,5,30,10,3.673907
31050.4,2023-07-04 12:27:24.636739,31044.82,2023-07-04 12:29:41.162401,-0.02790000000000873,1P,30,0.02,-5,20,35,5,20,5,30,10,2.345002
31050.37,2023-07-04 12:33:24.244396,31044.82,2023-07-04 12:33:50.312380,-0.02774999999999636,1P,30,0.02,-5,20,35,5,20,5,30,10,3.376244
31045.23,2023-07-04 12:34:12.365155,31038.4,2023-07-04 12:34:29.504568,-0.03414999999999054,1P,30,0.02,-5,20,35,5,20,5,30,10,3.202556
31044.87,2023-07-04 12:34:30.349548,31035.97,2023-07-04 12:34:31.208985,-0.04449999999998909,1P,30,0.02,-5,20,35,5,20,5,30,10,21.1835
31037.99,2023-07-04 12:34:31.792638,31035.15,2023-07-04 12:34:32.668483,-0.014200000000000728,1P,30,0.02,-5,20,35,5,20,5,30,10,22.898522
31040.78,2023-07-04 12:34:51.963374,31035.94,2023-07-04 12:35:30.896688,-0.024200000000000728,1P,30,0.02,-5,20,35,5,20,5,30,10,2.7465159999999997
31042.95,2023-07-04 12:38:04.389635,31035.81,2023-07-04 12:45:52.003555,-0.03569999999999709,1P,30,0.02,-5,20,35,5,20,5,30,10,3.248026
31052.63,2023-07-04 12:54:46.199816,31044.89,2023-07-04 12:58:21.039748,-0.038700000000008006,1P,30,0.02,-5,20,35,5,20,5,30,10,3.344835
31050.26,2023-07-04 13:01:26.248524,31049.63,2023-07-04 13:03:24.110673,-0.0031499999999869033,1P,30,0.02,-5,20,35,5,20,5,30,10,4.24569
31035.62,2023-07-04 13:04:16.470528,31029.17,2023-07-04 13:05:43.896426,-0.03225000000000364,1P,30,0.02,-5,20,35,5,20,5,30,10,2.9834870000000002
31026.78,2023-07-04 13:06:10.052014,31021.66,2023-07-04 13:09:43.832528,-0.025599999999994908,1P,30,0.02,-5,20,35,5,20,5,30,10,2.111043
31023.64,2023-07-04 13:10:05.605863,31015.86,2023-07-04 13:10:36.237318,-0.03889999999999418,1P,30,0.02,-5,20,35,5,20,5,30,10,2.7352499999999997
31013.52,2023-07-04 13:11:11.102852,31007.71,2023-07-04 13:12:38.760678,-0.02905000000000655,1P,30,0.02,-5,20,35,5,20,5,30,10,3.268325
31008.0,2023-07-04 13:13:00.646199,31001.32,2023-07-04 13:14:19.809022,-0.033400000000001456,1P,30,0.02,-5,20,35,5,20,5,30,10,3.171117
31033.27,2023-07-04 13:21:18.169216,31028.2,2023-07-04 13:23:11.904499,-0.025349999999998544,1P,30,0.02,-5,20,35,5,20,5,30,10,4.374106
31042.28,2023-07-04 13:34:31.123315,31034.35,2023-07-04 13:36:46.224611,-0.039650000000001455,1P,30,0.02,-5,20,35,5,20,5,30,10,3.286467
31050.88,2023-07-04 13:42:01.199636,31048.77,2023-07-04 13:44:08.285129,-0.010550000000002911,1P,30,0.02,-5,20,35,5,20,5,30,10,1.8527019999999998
31038.15,2023-07-04 13:44:47.427806,31031.18,2023-07-04 13:46:19.714443,-0.03485000000000582,1P,30,0.02,-5,20,35,5,20,5,30,10,3.052631
31029.02,2023-07-04 13:46:54.856838,31022.29,2023-07-04 13:49:08.560887,-0.03364999999999782,1P,30,0.02,-5,20,35,5,20,5,30,10,3.251246
31023.52,2023-07-04 13:49:30.270934,31018.02,2023-07-04 13:51:24.413651,-0.0275,1P,30,0.02,-5,20,35,5,20,5,30,10,1.7138849999999999
31017.0,2023-07-04 13:51:46.212982,31011.9,2023-07-04 13:51:59.138367,-0.025499999999992723,1P,30,0.02,-5,20,35,5,20,5,30,10,2.285956
31012.06,2023-07-04 13:52:00.010231,31008.85,2023-07-04 13:52:12.366093,-0.016050000000013824,1P,30,0.02,-5,20,35,5,20,5,30,10,15.800771
31009.26,2023-07-04 13:52:13.234154,31005.99,2023-07-04 13:52:29.714947,-0.016349999999983992,1P,30,0.02,-5,20,35,5,20,5,30,10,29.044459
31006.9,2023-07-04 13:52:30.678959,31003.98,2023-07-04 13:52:43.015673,-0.01460000000000946,1P,30,0.02,-5,20,35,5,20,5,30,10,7.105901
31004.0,2023-07-04 13:52:43.909619,30983.01,2023-07-04 13:53:13.629494,-0.10495000000000801,1P,30,0.02,-5,20,35,5,20,5,30,10,12.130794999999999
30986.31,2023-07-04 13:53:14.515167,30979.74,2023-07-04 13:53:39.559089,-0.03284999999999855,1P,30,0.02,-5,20,35,5,20,5,30,10,28.996092
31012.02,2023-07-04 13:55:15.969852,31006.37,2023-07-04 13:55:54.963202,-0.028250000000007276,1P,30,0.02,-5,20,35,5,20,5,30,10,3.84748
30778.01,2023-07-04 22:39:58.417651,30773.39,2023-07-04 22:42:41.970889,-0.023099999999994906,1P,30,0.02,-5,20,35,5,20,5,30,10,3.707052
30828.0,2023-07-04 23:11:07.645243,30821.35,2023-07-04 23:12:08.979809,-0.033250000000007274,1P,30,0.02,-5,20,35,5,20,5,30,10,4.092541
30811.0,2023-07-04 23:13:08.363591,30804.96,2023-07-04 23:16:18.616968,-0.030200000000004366,1P,30,0.02,-5,20,35,5,20,5,30,10,4.222476
30795.55,2023-07-04 23:16:54.480154,30781.83,2023-07-04 23:19:11.776402,-0.06859999999998763,1P,30,0.02,-5,20,35,5,20,5,30,10,3.8608000000000002
30788.0,2023-07-04 23:49:11.320240,30780.75,2023-07-04 23:51:00.796245,-0.03625,1P,30,0.02,-5,20,35,5,20,5,30,10,3.724165
30779.03,2023-07-04 23:51:35.625307,30770.74,2023-07-04 23:54:06.072555,-0.04144999999998618,1P,30,0.02,-5,20,35,5,20,5,30,10,3.15497
30769.99,2023-07-04 23:54:36.152119,30767.2,2023-07-04 23:55:33.233827,-0.013950000000004365,1P,30,0.02,-5,20,35,5,20,5,30,10,4.319048
30805.92,2023-07-05 00:09:59.994679,30792.81,2023-07-05 00:11:05.417037,-0.06554999999998472,1P,30,0.02,-5,20,35,5,20,5,30,10,5.102201
30358.89,2023-07-05 13:56:08.629725,30353.09,2023-07-05 13:56:30.545901,-0.028999999999996362,1P,30,0.02,-5,20,35,5,20,5,30,10,4.645517
