Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Perdida
30650.51,2023-07-03 13:54:09.662938,30644.48,2023-07-03 13:55:11.415875,-0.6029999999998836
30655.55,2023-07-03 13:57:40.512594,30648.58,2023-07-03 13:58:01.908667,-0.6969999999997527
30651.23,2023-07-03 13:58:41.776354,30647.39,2023-07-03 13:58:54.996273,-0.38400000000001455
30685.92,2023-07-03 14:05:16.129600,30684.99,2023-07-03 14:05:33.358154,-0.09299999999966531
30704.24,2023-07-03 14:10:57.593671,30702.09,2023-07-03 14:11:10.266013,-0.21500000000014552
30700.43,2023-07-03 14:11:54.418743,30695.08,2023-07-03 14:12:11.656457,-0.5349999999998545
30680.96,2023-07-03 14:14:53.529961,30678.95,2023-07-03 14:15:19.393589,-0.20099999999983995
30683.53,2023-07-03 14:19:13.465988,30677.37,2023-07-03 14:20:01.472696,-0.6159999999999854
30675.85,2023-07-03 14:29:42.935711,30670.81,2023-07-03 14:30:00.400473,-0.5039999999997236
30697.61,2023-07-03 14:38:19.532281,30697.41,2023-07-03 14:38:32.805624,-0.02000000000007276
30700.48,2023-07-03 14:39:42.475331,30700.18,2023-07-03 14:40:08.703638,-0.02999999999992724
30746.49,2023-07-03 14:42:19.994334,30745.8,2023-07-03 14:42:41.895752,-0.06900000000023283
30744.92,2023-07-03 14:43:55.866073,30741.02,2023-07-03 14:44:17.944653,-0.38999999999978174
30748.45,2023-07-03 14:45:45.454861,30744.0,2023-07-03 14:46:07.121424,-0.4450000000000728
30723.16,2023-07-03 14:49:29.968156,30720.75,2023-07-03 14:49:47.506498,-0.24099999999998545
30722.45,2023-07-03 14:50:13.667812,30712.15,2023-07-03 14:50:17.885845,-1.0299999999999272
30717.78,2023-07-03 14:50:18.787508,30711.32,2023-07-03 14:50:19.238756,-0.6459999999999128
30712.5,2023-07-03 14:50:20.079004,30711.21,2023-07-03 14:50:20.261226,-0.12900000000008732
30718.0,2023-07-03 14:50:44.181831,30716.8,2023-07-03 14:51:27.789129,-0.12000000000007277
30710.04,2023-07-03 14:52:03.642553,30706.41,2023-07-03 14:52:16.616253,-0.3630000000001019
30724.22,2023-07-03 14:53:44.255887,30719.34,2023-07-03 14:53:48.555818,-0.4880000000001019
30720.61,2023-07-03 14:53:49.361774,30719.33,2023-07-03 14:53:49.810921,-0.1279999999998836
30860.14,2023-07-03 15:02:51.668695,30856.72,2023-07-03 15:03:04.805925,-0.3419999999998254
30872.0,2023-07-03 15:04:05.876038,30868.01,2023-07-03 15:04:14.681834,-0.3990000000001601
30932.3,2023-07-03 15:05:33.304005,30912.43,2023-07-03 15:05:37.617434,-1.9869999999998982
30914.6,2023-07-03 15:05:38.438842,30912.88,2023-07-03 15:05:42.315782,-0.17199999999975263
30909.86,2023-07-03 15:06:17.254087,30905.68,2023-07-03 15:06:21.593002,-0.4180000000000291
30917.5,2023-07-03 15:06:22.515474,30904.62,2023-07-03 15:06:22.999878,-1.288000000000102
30924.87,2023-07-03 15:06:26.161966,30918.77,2023-07-03 15:06:39.028958,-0.6099999999998545
30932.83,2023-07-03 15:07:09.307724,30931.53,2023-07-03 15:07:14.193899,-0.13000000000029105
30935.57,2023-07-03 15:07:16.242555,30935.21,2023-07-03 15:07:16.693877,-0.03600000000005821
30939.92,2023-07-03 15:07:35.991129,30933.45,2023-07-03 15:07:53.162070,-0.6469999999997527
30919.93,2023-07-03 15:08:32.552818,30917.37,2023-07-03 15:09:03.067223,-0.25600000000013096
30887.33,2023-07-03 15:09:47.147815,30878.93,2023-07-03 15:09:55.553450,-0.8400000000001455
30907.97,2023-07-03 15:11:05.610821,30898.66,2023-07-03 15:11:14.459535,-0.9310000000001311
30900.13,2023-07-03 15:11:53.570441,30889.92,2023-07-03 15:12:20.204433,-1.0210000000002766
30905.0,2023-07-03 15:13:12.473202,30900.0,2023-07-03 15:13:25.748388,-0.5
30906.61,2023-07-03 15:16:55.708668,30900.77,2023-07-03 15:17:08.557167,-0.5840000000000146
30862.78,2023-07-03 15:18:01.610455,30858.93,2023-07-03 15:18:02.064948,-0.3849999999998545
30856.02,2023-07-03 15:18:02.630137,30856.01,2023-07-03 15:18:03.084839,-0.0010000000002037268
30856.8,2023-07-03 15:18:03.925430,30843.32,2023-07-03 15:18:04.380231,-1.3479999999999563
30842.83,2023-07-03 15:18:05.359391,30842.81,2023-07-03 15:18:05.549185,-0.0020000000000436557
30873.97,2023-07-03 15:18:18.542190,30856.75,2023-07-03 15:18:49.239981,-1.7220000000001165
30857.38,2023-07-03 15:19:19.950467,30851.47,2023-07-03 15:19:28.539950,-0.5909999999999854
30879.22,2023-07-03 15:22:41.726697,30876.19,2023-07-03 15:22:59.004211,-0.3030000000002474
30985.39,2023-07-03 15:31:57.535953,30979.35,2023-07-03 15:32:15.251096,-0.6040000000000874
30987.11,2023-07-03 15:32:23.673477,30982.03,2023-07-03 15:32:28.011909,-0.5080000000001746
30980.65,2023-07-03 15:32:28.822222,30980.64,2023-07-03 15:32:29.289273,-0.0010000000002037268
30980.09,2023-07-03 15:32:30.122524,30980.08,2023-07-03 15:32:30.308731,-0.000999999999839929
30988.58,2023-07-03 15:32:41.141954,30980.93,2023-07-03 15:33:15.833308,-0.7650000000001456
31004.0,2023-07-03 15:33:42.408254,30991.81,2023-07-03 15:33:42.590387,-1.218999999999869
31010.88,2023-07-03 15:33:43.169397,30980.91,2023-07-03 15:33:43.631832,-2.9970000000001167
31010.9,2023-07-03 15:33:44.538025,31004.86,2023-07-03 15:33:45.034982,-0.6040000000000874
31010.92,2023-07-03 15:33:45.853715,31010.86,2023-07-03 15:33:46.446428,-0.00599999999976717
31071.81,2023-07-03 15:34:43.341523,31063.2,2023-07-03 15:34:52.721896,-0.8610000000000583
31024.01,2023-07-03 15:36:03.267438,31012.02,2023-07-03 15:36:12.065484,-1.1989999999997962
31022.39,2023-07-03 15:37:35.442159,31012.69,2023-07-03 15:37:39.989614,-0.9700000000000728
31021.75,2023-07-03 15:37:40.526580,31018.14,2023-07-03 15:37:40.710159,-0.3610000000000582
31019.52,2023-07-03 15:37:41.540042,31005.0,2023-07-03 15:37:52.923723,-1.4520000000000437
30982.14,2023-07-03 15:39:03.639401,30976.0,2023-07-03 15:39:25.348693,-0.6139999999999418
31071.8,2023-07-03 15:43:57.819997,31066.9,2023-07-03 15:44:19.214230,-0.4899999999997817
31081.08,2023-07-03 15:45:07.564871,31078.75,2023-07-03 15:45:30.610785,-0.23300000000017462
31090.01,2023-07-03 15:45:47.539698,31074.0,2023-07-03 15:46:09.583157,-1.60099999999984
31091.19,2023-07-03 15:46:26.979621,31088.14,2023-07-03 15:46:48.803360,-0.3049999999999273
31098.02,2023-07-03 15:47:06.113600,31091.0,2023-07-03 15:47:19.556945,-0.7020000000000437
31096.0,2023-07-03 15:47:28.356082,31094.21,2023-07-03 15:47:45.644523,-0.1790000000000873
31097.91,2023-07-03 15:47:54.472402,31095.65,2023-07-03 15:48:16.338683,-0.22599999999983994
31104.89,2023-07-03 15:50:23.441993,31104.58,2023-07-03 15:50:57.806971,-0.030999999999767172
31103.62,2023-07-03 15:51:19.588977,31099.13,2023-07-03 15:51:23.965949,-0.4489999999997963
31099.31,2023-07-03 15:51:24.815101,31098.76,2023-07-03 15:51:25.271137,-0.05500000000029104
31099.32,2023-07-03 15:51:25.819985,31098.02,2023-07-03 15:51:26.276470,-0.12999999999992726
31094.05,2023-07-03 15:51:54.878090,31084.08,2023-07-03 15:52:03.449214,-0.9969999999997526
31074.89,2023-07-03 15:52:25.200934,31064.43,2023-07-03 15:52:51.595672,-1.0459999999999128
31072.0,2023-07-03 15:53:17.596429,31062.36,2023-07-03 15:53:27.685863,-0.9639999999999418
31082.01,2023-07-03 15:56:43.126053,31082.0,2023-07-03 15:56:48.048510,-0.000999999999839929
31082.03,2023-07-03 15:56:49.031417,31081.99,2023-07-03 15:56:49.495177,-0.003999999999723514
31098.78,2023-07-03 16:02:21.224850,31096.0,2023-07-03 16:02:29.938913,-0.2779999999998836
31126.46,2023-07-03 16:02:38.722828,31095.76,2023-07-03 16:02:39.176570,-3.070000000000073
31127.84,2023-07-03 16:02:41.044553,31127.55,2023-07-03 16:02:41.770524,-0.029000000000087314
31125.13,2023-07-03 16:02:42.399092,31120.59,2023-07-03 16:02:42.587677,-0.45400000000008733
31122.73,2023-07-03 16:02:43.162104,31095.99,2023-07-03 16:02:51.854420,-2.6739999999997965
31106.33,2023-07-03 16:03:48.480557,31099.63,2023-07-03 16:03:57.273872,-0.6700000000000728
31078.69,2023-07-03 16:04:40.809794,31070.47,2023-07-03 16:04:53.926193,-0.8219999999997527
31045.44,2023-07-03 16:05:55.297914,31023.17,2023-07-03 16:06:12.744869,-2.227000000000044
30992.03,2023-07-03 16:06:43.189936,30972.65,2023-07-03 16:06:47.495384,-1.9379999999997382
30982.37,2023-07-03 16:06:56.238577,30959.43,2023-07-03 16:07:09.505625,-2.293999999999869
30896.78,2023-07-03 16:07:49.188555,30894.22,2023-07-03 16:07:58.102323,-0.2559999999997672
30977.1,2023-07-03 16:11:45.742543,30976.03,2023-07-03 16:12:20.421151,-0.1069999999999709
30966.66,2023-07-03 16:13:04.136232,30953.73,2023-07-03 16:13:04.586620,-1.2930000000000292
30967.99,2023-07-03 16:13:06.234904,30967.94,2023-07-03 16:13:06.708333,-0.005000000000291039
30968.0,2023-07-03 16:13:07.668691,30967.99,2023-07-03 16:13:08.257762,-0.000999999999839929
30969.03,2023-07-03 16:13:09.084064,30960.0,2023-07-03 16:13:39.014431,-0.9029999999998837
30960.32,2023-07-03 16:14:13.873168,30954.54,2023-07-03 16:14:23.026589,-0.5779999999998836
30956.0,2023-07-03 16:14:40.231794,30951.93,2023-07-03 16:15:10.906204,-0.40699999999997094
31024.75,2023-07-03 16:17:19.156858,31024.62,2023-07-03 16:17:19.611106,-0.013000000000101864
31030.03,2023-07-03 16:17:22.002692,31029.61,2023-07-03 16:17:22.451299,-0.04199999999982538
31027.53,2023-07-03 16:17:23.086144,31023.64,2023-07-03 16:17:39.909416,-0.38899999999994184
31014.53,2023-07-03 16:18:27.494290,31014.19,2023-07-03 16:19:11.014930,-0.03400000000001455
31022.0,2023-07-03 16:19:41.877520,31017.59,2023-07-03 16:20:16.693869,-0.44099999999998546
31016.37,2023-07-03 16:21:04.824218,31013.4,2023-07-03 16:21:35.488540,-0.29699999999975263
31019.98,2023-07-03 16:31:13.663319,31014.62,2023-07-03 16:31:22.573681,-0.5360000000000582
31000.02,2023-07-03 16:34:05.604553,30997.78,2023-07-03 16:34:23.509739,-0.22400000000016007
30992.25,2023-07-03 16:34:49.536841,30984.02,2023-07-03 16:35:02.974723,-0.8229999999999564
30957.46,2023-07-03 16:35:50.703579,30949.51,2023-07-03 16:35:55.348378,-0.7950000000000728
30949.52,2023-07-03 16:35:56.185488,30949.46,2023-07-03 16:35:56.645454,-0.006000000000130967
30946.06,2023-07-03 16:35:57.519483,30945.46,2023-07-03 16:35:57.702342,-0.06000000000021828
30949.21,2023-07-03 16:36:16.840552,30948.01,2023-07-03 16:36:17.295671,-0.12000000000007277
30949.51,2023-07-03 16:36:17.854007,30948.95,2023-07-03 16:36:18.302122,-0.055999999999767174
30949.31,2023-07-03 16:36:19.175824,30949.18,2023-07-03 16:36:19.453748,-0.013000000000101864
30951.03,2023-07-03 16:36:20.409971,30948.48,2023-07-03 16:36:20.877111,-0.25499999999992723
30949.68,2023-07-03 16:36:21.702890,30934.56,2023-07-03 16:36:51.879050,-1.5119999999998983
30950.95,2023-07-03 16:38:15.042660,30947.96,2023-07-03 16:38:19.595168,-0.2990000000001601
30947.94,2023-07-03 16:38:20.407552,30947.85,2023-07-03 16:38:20.853988,-0.009000000000014552
30974.39,2023-07-03 16:41:14.430036,30974.35,2023-07-03 16:41:31.390222,-0.004000000000087311
30993.71,2023-07-03 16:48:15.013151,30985.69,2023-07-03 16:48:32.199221,-0.8020000000000437
31012.0,2023-07-03 16:50:05.047255,31008.16,2023-07-03 16:50:22.498175,-0.38400000000001455
30994.94,2023-07-03 16:51:37.810481,30994.91,2023-07-03 16:51:42.130381,-0.002999999999883585
30994.96,2023-07-03 16:51:42.988369,30994.82,2023-07-03 16:51:43.540043,-0.013999999999941793
30995.9,2023-07-03 16:51:44.379667,30994.81,2023-07-03 16:51:44.560052,-0.10900000000001456
31011.49,2023-07-03 16:54:07.244655,31004.5,2023-07-03 16:54:15.990632,-0.6990000000001602
31008.41,2023-07-03 16:57:17.172871,31003.6,2023-07-03 16:57:42.451399,-0.481000000000131
31047.75,2023-07-03 16:59:40.589874,31044.21,2023-07-03 16:59:44.802296,-0.35400000000008736
31044.69,2023-07-03 16:59:46.084974,31043.98,2023-07-03 16:59:46.531627,-0.07099999999991269
31044.7,2023-07-03 16:59:47.398648,31042.79,2023-07-03 16:59:47.848513,-0.19099999999998546
31055.22,2023-07-03 17:00:07.111420,31041.9,2023-07-03 17:00:24.074693,-1.331999999999971
31016.25,2023-07-03 17:01:07.816811,31012.49,2023-07-03 17:02:04.794233,-0.37599999999983996
31010.69,2023-07-03 17:02:18.224255,31002.96,2023-07-03 17:02:48.723749,-0.7729999999999564
31003.24,2023-07-03 17:03:06.083118,30999.46,2023-07-03 17:03:45.798768,-0.3780000000002474
30980.64,2023-07-03 17:04:33.626548,30979.48,2023-07-03 17:05:30.590049,-0.11599999999998545
30986.22,2023-07-03 17:11:29.221,30982.58,2023-07-03 17:11:50.809111,-0.3639999999999418
30960.25,2023-07-03 17:13:18.405988,30952.03,2023-07-03 17:13:22.842679,-0.8220000000001164
30961.28,2023-07-03 17:13:23.854863,30947.66,2023-07-03 17:13:24.372647,-1.3619999999998982
30945.02,2023-07-03 17:13:44.843015,30940.57,2023-07-03 17:14:14.980546,-0.4450000000000728
31002.41,2023-07-03 17:30:09.752176,30998.61,2023-07-03 17:31:39.989471,-0.3799999999999273
30989.64,2023-07-03 17:32:12.607366,30985.03,2023-07-03 17:32:25.723643,-0.46100000000005825
30978.69,2023-07-03 17:33:09.933140,30973.67,2023-07-03 17:33:31.613108,-0.5020000000000436
30999.45,2023-07-03 17:36:00.042726,30993.99,2023-07-03 17:36:04.328606,-0.5459999999999127
30994.0,2023-07-03 17:36:05.204552,30993.95,2023-07-03 17:36:05.675807,-0.004999999999927241
30994.94,2023-07-03 17:36:06.504678,30993.93,2023-07-03 17:36:06.688938,-0.10099999999983994
31036.44,2023-07-03 17:39:29.964202,31032.09,2023-07-03 17:39:43.122105,-0.4349999999998545
31019.54,2023-07-03 17:41:28.144851,31015.98,2023-07-03 17:42:12.595033,-0.356000000000131
31008.01,2023-07-03 17:45:38.907056,31005.44,2023-07-03 17:46:49.043247,-0.2569999999999709
31003.52,2023-07-03 17:47:19.151731,30999.8,2023-07-03 17:47:23.642266,-0.37200000000011646
30999.35,2023-07-03 17:47:24.513796,30999.29,2023-07-03 17:47:24.976297,-0.00599999999976717
31021.45,2023-07-03 17:50:05.575549,31018.11,2023-07-03 17:50:14.139835,-0.33400000000001456
31024.7,2023-07-03 17:50:22.824229,31018.64,2023-07-03 17:51:03.653944,-0.606000000000131
31033.97,2023-07-03 17:53:26.858182,31033.95,2023-07-03 17:54:01.879984,-0.0020000000000436557
31018.61,2023-07-03 17:56:08.858507,31006.1,2023-07-03 17:56:31.013391,-1.2510000000002037
31006.44,2023-07-03 17:56:52.789001,31006.18,2023-07-03 17:57:49.739727,-0.02599999999983993
31005.9,2023-07-03 18:00:09.322355,30995.7,2023-07-03 18:00:31.494621,-1.0200000000000728
31028.95,2023-07-03 18:19:47.407571,31026.0,2023-07-03 18:20:30.759233,-0.29500000000007276
31037.68,2023-07-03 18:22:34.733277,31032.48,2023-07-03 18:23:06.669883,-0.5200000000000727
31022.04,2023-07-03 18:23:55.003272,31021.95,2023-07-03 18:25:22.454169,-0.009000000000014552
31002.0,2023-07-03 18:26:45.429160,31000.28,2023-07-03 18:27:59.684062,-0.17200000000011642
31000.0,2023-07-03 18:28:26.147830,30998.1,2023-07-03 18:28:39.050331,-0.19000000000014552
31017.29,2023-07-03 18:33:41.978925,31016.08,2023-07-03 18:34:12.624841,-0.12099999999991269
31078.61,2023-07-03 18:43:48.203658,31075.1,2023-07-03 18:43:48.657211,-0.35100000000020376
31079.04,2023-07-03 18:43:49.474545,31064.63,2023-07-03 18:43:49.922419,-1.4409999999999856
31078.01,2023-07-03 18:43:50.744249,31077.99,2023-07-03 18:43:51.334200,-0.001999999999679858
31078.05,2023-07-03 18:43:51.878183,31076.0,2023-07-03 18:43:52.081433,-0.20499999999992724
31079.88,2023-07-03 18:46:55.887077,31067.45,2023-07-03 18:47:52.741045,-1.2430000000000292
31081.25,2023-07-03 18:48:46.642190,31077.53,2023-07-03 18:48:59.610365,-0.37200000000011646
31218.01,2023-07-03 18:50:57.613263,31206.85,2023-07-03 18:51:02.071668,-1.1159999999999854
31214.01,2023-07-03 18:51:02.940626,31214.0,2023-07-03 18:51:03.390566,-0.000999999999839929
31214.01,2023-07-03 18:51:03.951567,31204.48,2023-07-03 18:51:04.405724,-0.9529999999998836
31224.37,2023-07-03 18:51:41.278163,31223.21,2023-07-03 18:52:03.627793,-0.11599999999998545
31188.0,2023-07-03 18:54:14.141249,31172.39,2023-07-03 18:54:49.752253,-1.5610000000000583
31162.95,2023-07-03 18:55:24.969590,31150.0,2023-07-03 18:55:29.439681,-1.2950000000000728
31195.81,2023-07-03 18:57:00.987541,31186.42,2023-07-03 18:57:09.575411,-0.9390000000003056
31217.99,2023-07-03 18:58:46.374205,31216.23,2023-07-03 18:59:08.485326,-0.17600000000020374
31230.02,2023-07-03 19:04:09.844998,31222.0,2023-07-03 19:04:23.004301,-0.8020000000000437
31211.75,2023-07-03 19:05:15.455452,31209.99,2023-07-03 19:05:50.599789,-0.17599999999983995
31195.97,2023-07-03 19:06:29.920349,31182.0,2023-07-03 19:06:47.514557,-1.3970000000001166
31171.11,2023-07-03 19:10:39.074041,31170.58,2023-07-03 19:10:52.563645,-0.052999999999883585
31154.99,2023-07-03 19:11:49.160276,31141.64,2023-07-03 19:12:02.252794,-1.3350000000002185
31149.56,2023-07-03 19:12:19.543636,31140.02,2023-07-03 19:12:32.910652,-0.9540000000000873
31138.0,2023-07-03 19:13:21.030220,31130.6,2023-07-03 19:13:34.093840,-0.7400000000001455
31134.89,2023-07-03 19:13:51.625799,31132.0,2023-07-03 19:14:13.245661,-0.2889999999999418
31145.79,2023-07-03 19:14:26.623355,31141.52,2023-07-03 19:14:48.475992,-0.4270000000000437
31157.78,2023-07-03 19:16:50.714467,31148.76,2023-07-03 19:17:12.989273,-0.9020000000000437
31153.66,2023-07-03 19:17:34.440585,31152.0,2023-07-03 19:18:00.877699,-0.16599999999998546
31182.59,2023-07-03 19:19:06.798078,31173.27,2023-07-03 19:19:15.395772,-0.931999999999971
31057.55,2023-07-03 21:38:20.813736,31055.99,2023-07-03 21:38:33.069817,-0.15599999999976719,SEÑAL
31058.7,2023-07-03 21:38:55.269513,31058.15,2023-07-03 21:39:30.162315,-0.054999999999927246,SEÑAL
31057.56,2023-07-03 21:40:13.601147,31054.22,2023-07-03 21:41:01.920331,-0.33400000000001456,UMBRAL_PERDIDA
31087.67,2023-07-03 21:43:05.785716,31087.53,2023-07-03 21:43:06.243021,-0.013999999999941793,UMBRAL_PERDIDA
31088.05,2023-07-03 21:43:07.137639,31087.97,2023-07-03 21:43:07.592050,-0.007999999999810825,UMBRAL_PERDIDA
31088.09,2023-07-03 21:43:08.168864,31086.24,2023-07-03 21:43:08.756021,-0.1849999999998545,UMBRAL_PERDIDA
31088.07,2023-07-03 21:43:09.620424,31088.03,2023-07-03 21:43:39.221868,-0.004000000000087311,SEÑAL
31088.35,2023-07-03 21:45:41.349978,31088.16,2023-07-03 21:45:59.365015,-0.018999999999869035,SEÑAL
31062.76,2023-07-03 21:47:57.161245,31058.44,2023-07-03 21:48:01.680605,-0.4319999999999709,UMBRAL_PERDIDA
31058.49,2023-07-03 21:48:02.533477,31057.09,2023-07-03 21:48:02.983994,-0.14000000000014554,SEÑAL
31056.06,2023-07-03 21:48:23.508008,31052.83,2023-07-03 21:48:45.938908,-0.3229999999999564,UMBRAL_PERDIDA
31036.49,2023-07-03 21:49:25.030226,31029.02,2023-07-03 21:50:40.615893,-0.7470000000001165,UMBRAL_PERDIDA
31055.8,2023-07-03 21:54:59.079774,31055.26,2023-07-03 21:55:03.339228,-0.05400000000008731,SEÑAL
31056.06,2023-07-03 21:55:04.305418,31054.04,2023-07-03 21:55:04.831855,-0.20200000000004367,SEÑAL
31056.36,2023-07-03 21:55:05.422531,31054.01,2023-07-03 21:55:06.015320,-0.23500000000021828,SEÑAL
31054.67,2023-07-03 21:56:47.936550,31049.21,2023-07-03 21:59:21.082879,-0.5459999999999127,UMBRAL_PERDIDA
31050.23,2023-07-03 21:59:51.937237,31048.2,2023-07-03 22:00:09.177187,-0.2029999999998836,SEÑAL
31067.58,2023-07-03 22:06:54.570185,31060.68,2023-07-03 22:09:27.767030,-0.6900000000001456,UMBRAL_PERDIDA
31060.12,2023-07-03 22:10:02.553589,31058.03,2023-07-03 22:10:15.759985,-0.20900000000001456,SEÑAL
31136.72,2023-07-03 23:01:03.548834,31134.15,2023-07-03 23:01:29.690710,-0.02569999999999709,SEÑAL
31133.99,2023-07-03 23:02:21.945033,31132.72,2023-07-03 23:03:10.005274,-0.012700000000004366,SEÑAL
31131.99,2023-07-03 23:04:12.069351,31128.82,2023-07-03 23:04:55.678430,-0.03170000000001892,SEÑAL
31124.01,2023-07-03 23:07:17.392038,31117.82,2023-07-03 23:08:05.355343,-0.0618999999999869,UMBRAL_PERDIDA
31133.68,2023-07-03 23:09:59.625925,31130.23,2023-07-03 23:10:04.045781,-0.034500000000007275,UMBRAL_PERDIDA
31129.88,2023-07-03 23:10:04.866336,31129.78,2023-07-03 23:10:05.319872,-0.0010000000000218278,SEÑAL
31134.08,2023-07-03 23:45:07.756145,31134.01,2023-07-03 23:45:21.183884,-0.0007000000000334694,SEÑAL
31133.12,2023-07-03 23:48:33.572982,31132.01,2023-07-03 23:48:55.142768,-0.01110000000000582,SEÑAL
31141.99,2023-07-04 00:20:16.102865,31141.94,2023-07-04 00:20:19.826693,-0.0005000000000291038,SEÑAL
31141.99,2023-07-04 00:20:54.976660,31141.98,2023-07-04 00:20:59.453322,-0.00010000000002037268,SEÑAL
31144.0,2023-07-04 00:21:10.393332,31143.98,2023-07-04 00:21:10.845454,-0.00020000000000436558,SEÑAL
31144.0,2023-07-04 00:21:13.216572,31133.99,2023-07-04 00:21:30.068012,-0.100099999999984,UMBRAL_PERDIDA
31126.0,2023-07-04 00:22:22.265519,31124.76,2023-07-04 00:23:19.360349,-0.012400000000016008,UMBRAL_PERDIDA
31139.5,2023-07-04 00:33:24.124965,31132.51,2023-07-04 00:33:59.516185,-0.069900000000016,UMBRAL_PERDIDA
31142.43,2023-07-04 00:37:08.187396,31137.04,2023-07-04 00:37:17.235413,-0.05389999999999418,SEÑAL
31164.59,2023-07-04 00:47:02.302513,31160.79,2023-07-04 00:47:06.534775,-0.03799999999999273,SEÑAL
31160.87,2023-07-04 00:47:07.404686,31160.08,2023-07-04 00:47:07.863072,-0.007899999999972351,SEÑAL
31138.0,2023-07-04 00:52:52.590768,31134.59,2023-07-04 00:53:49.911483,-0.03409999999999855,SEÑAL
31130.61,2023-07-04 00:54:15.896523,31121.42,2023-07-04 00:54:29.684748,-0.09190000000002328,UMBRAL_PERDIDA
31126.36,2023-07-04 01:12:56.874432,31126.35,2023-07-04 01:13:01.072592,-0.00010000000002037268,SEÑAL
31114.94,2023-07-04 01:17:04.518558,31110.0,2023-07-04 01:17:52.452255,-0.049399999999986906,SEÑAL
31180.0,2023-07-04 01:20:26.938758,31167.95,2023-07-04 01:20:27.330088,-0.12049999999999272,UMBRAL_PERDIDA
31180.0,2023-07-04 01:20:28.188407,31179.11,2023-07-04 01:20:28.642229,-0.00889999999999418,UMBRAL_PERDIDA
31180.0,2023-07-04 01:20:29.619922,31179.98,2023-07-04 01:20:30.212204,-0.00020000000000436558,UMBRAL_PERDIDA
31180.02,2023-07-04 01:20:30.769710,31179.98,2023-07-04 01:20:30.952441,-0.00040000000000873115,UMBRAL_PERDIDA
31180.1,2023-07-04 01:20:31.892079,31175.08,2023-07-04 01:20:40.659624,-0.050199999999967986,UMBRAL_PERDIDA
31150.96,2023-07-04 01:22:16.184706,31149.63,2023-07-04 01:23:48.161586,-0.013299999999981082,SEÑAL
31176.64,2023-07-04 01:26:52.420784,31175.21,2023-07-04 01:27:09.647696,-0.014300000000002911,SEÑAL
31200.0,2023-07-04 01:28:38.824324,31192.46,2023-07-04 01:28:43.258498,-0.07540000000000874,UMBRAL_PERDIDA
31192.54,2023-07-04 01:28:44.066834,31192.46,2023-07-04 01:28:44.248681,-0.0008000000000174623,SEÑAL
31213.27,2023-07-04 01:33:32.810043,31203.34,2023-07-04 01:33:36.944615,-0.09930000000000291,UMBRAL_PERDIDA
31203.86,2023-07-04 01:33:37.755161,31203.34,2023-07-04 01:33:38.230820,-0.005200000000004366,SEÑAL
31203.86,2023-07-04 01:33:39.583074,31203.33,2023-07-04 01:33:40.043234,-0.005299999999988358,SEÑAL
31194.82,2023-07-04 01:34:20.650208,31192.45,2023-07-04 01:35:08.870284,-0.023699999999989813,SEÑAL
31245.14,2023-07-04 01:39:13.823386,31233.4,2023-07-04 01:39:36.475468,-0.11739999999997963,UMBRAL_PERDIDA
31247.13,2023-07-04 01:39:50.820441,31232.46,2023-07-04 01:40:11.461044,-0.14670000000001893,UMBRAL_PERDIDA
31048.74,2023-07-04 04:44:23.841767,31044.44,2023-07-04 04:44:28.321276,-0.043000000000029105,SEÑAL
31044.46,2023-07-04 04:44:29.132469,31044.44,2023-07-04 04:44:29.582310,-0.00020000000000436558,SEÑAL
31044.46,2023-07-04 04:44:31.166509,31044.29,2023-07-04 04:44:31.616720,-0.0016999999999825377,SEÑAL
31036.0,2023-07-04 04:45:20.690388,31032.84,2023-07-04 04:46:17.530930,-0.031599999999998546,SEÑAL
31047.99,2023-07-04 04:55:44.350512,31044.26,2023-07-04 04:55:57.295472,-0.037300000000032016,SEÑAL
31068.36,2023-07-04 04:59:18.915319,31063.62,2023-07-04 04:59:31.948364,-0.047400000000016006,SEÑAL
31063.77,2023-07-04 05:01:42.822557,31061.13,2023-07-04 05:02:00.506431,-0.026399999999994178,SEÑAL
31060.89,2023-07-04 05:02:48.867834,31059.26,2023-07-04 05:03:24.074132,-0.01630000000001019,SEÑAL
31040.0,2023-07-04 05:06:45.612882,31031.81,2023-07-04 05:07:59.682571,-0.0818999999999869,UMBRAL_PERDIDA
31085.0,2023-07-04 05:17:25.374786,31082.49,2023-07-04 05:17:55.864858,-0.025099999999983993,SEÑAL
31082.49,2023-07-04 05:18:48.973493,31077.89,2023-07-04 05:19:19.824375,-0.04600000000002183,SEÑAL
31075.29,2023-07-04 05:22:56.330654,31074.25,2023-07-04 05:23:22.913494,-0.010400000000008732,SEÑAL
31074.26,2023-07-04 05:24:02.525080,31074.03,2023-07-04 05:25:20.966534,-0.0022999999999956345,SEÑAL
31074.04,2023-07-04 05:25:34.112965,31069.39,2023-07-04 05:25:47.662901,-0.04650000000001455,UMBRAL_PERDIDA
31067.72,2023-07-04 05:26:13.238672,31065.73,2023-07-04 05:26:48.906649,-0.01990000000001601,SEÑAL
31062.8,2023-07-04 05:27:10.703010,31060.9,2023-07-04 05:29:45.483275,-0.018999999999978173,SEÑAL
31056.13,2023-07-04 05:30:20.222516,31055.4,2023-07-04 05:30:46.722773,-0.007299999999995635,SEÑAL
31055.79,2023-07-04 05:30:51.190093,31052.7,2023-07-04 05:30:55.728236,-0.030900000000001458,UMBRAL_PERDIDA
