Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Ganancia,Ganancia 0.01,Costo_Compra,Costo_Venta,Costo_xTrade
30679.91,06:12.9,30696.01,07:54.2,1.61,0.161,0.3067991,0.3069601,0.9237592
30696.9,08:20.1,30698,08:59.4,0.11,0.011,0.306969,0.30698,0.923949
30696.75,10:00.4,30701.3,10:35.6,0.455,0.0455,0.3069675,0.307013,0.9239805
30676.41,12:59.7,30679.65,14:27.1,0.324,0.0324,0.3067641,0.3067965,0.9235606
30675.28,16:03.0,30680.93,16:42.4,0.565,0.0565,0.3067528,0.3068093,0.9235621
30684,17:07.1,30701.08,17:59.0,1.708,0.1708,0.30684,0.3070108,0.9238508
30676.94,20:14.7,30682.35,21:51.2,0.541,0.0541,0.3067694,0.3068235,0.9235929
30682.84,22:38.9,30689.3,23:27.1,0.646,0.0646,0.3068284,0.306893,0.9237214
30690.91,24:02.1,30691.75,24:15.4,0.084,0.0084,0.3069091,0.3069175,0.9238266
30693.68,24:58.8,30699.14,25:38.1,0.546,0.0546,0.3069368,0.3069914,0.9239282
30684.09,26:56.7,30690.01,28:06.9,0.592,0.0592,0.3068409,0.3069001,0.923741
30661.39,30:35.7,30677.56,31:19.0,1.617,0.1617,0.3066139,0.3067756,0.9233895
30678.97,32:11.8,30699.52,33:21.7,2.055,0.2055,0.3067897,0.3069952,0.9237849
30702.05,33:47.9,30710,34:10.2,0.795,0.0795,0.3070205,0.3071,0.9241205
30708.04,35:29.0,30709.97,35:59.7,0.193,0.0193,0.3070804,0.3070997,0.9241801
30684.38,37:14.2,30694.13,38:06.1,0.975,0.0975,0.3068438,0.3069413,0.9237851
30700.55,40:56.9,30727.97,41:27.5,2.742,0.2742,0.3070055,0.3072797,0.9242852
30750,44:22.1,30751.15,44:52.7,0.115,0.0115,0.3075,0.3075115,0.9250115
30712.01,47:03.7,30721.99,49:03.1,0.998,0.0998,0.3071201,0.3072199,0.92434
30711.92,52:30.1,30721.04,53:13.7,0.912,0.0912,0.3071192,0.3072104,0.9243296
30724.07,54:15.4,30729.61,54:50.0,0.554,0.0554,0.3072407,0.3072961,0.9245368
30715.65,56:13.2,30715.75,56:52.5,0.01,0.001,0.3071565,0.3071575,0.924314
30716.57,57:01.1,30718.45,58:03.0,0.188,0.0188,0.3071657,0.3071845,0.9243502
30719.2,58:46.7,30720.58,59:08.4,0.138,0.0138,0.307192,0.3072058,0.9243978
30723.57,59:30.4,30743.36,00:27.3,1.979,0.1979,0.3072357,0.3074336,0.9246693
30745.05,01:20.0,30833.4,02:16.6,8.835,0.8835,0.3074505,0.308334,0.9257845
30861.8,03:52.8,30864.55,04:01.8,0.275,0.0275,0.308618,0.3086455,0.9272635
30886,04:41.0,30893.78,05:07.1,0.778,0.0778,0.30886,0.3089378,0.9277978
30932.48,07:15.2,30935.44,07:15.7,0.296,0.0296,0.3093248,0.3093544,0.9286792
30894.24,12:37.5,30898.09,13:07.9,0.385,0.0385,0.3089424,0.3089809,0.9279233
30907,13:34.4,30909.53,14:00.7,0.253,0.0253,0.30907,0.3090953,0.9281653
30911.84,14:09.2,30919.9,14:40.0,0.806,0.0806,0.3091184,0.309199,0.9283174
30914.42,15:19.5,30920.44,16:03.0,0.602,0.0602,0.3091442,0.3092044,0.9283486
30853.71,20:08.1,30866.74,20:47.5,1.303,0.1303,0.3085371,0.3086674,0.9272045
30878.87,21:13.5,30879.11,21:40.5,0.024,0.0024,0.3087887,0.3087911,0.9275798
30877.51,23:25.3,30899.97,24:39.7,2.246,0.2246,0.3087751,0.3089997,0.9277748
30902.37,25:01.5,30928.85,25:41.0,2.648,0.2648,0.3090237,0.3092885,0.9283122
30917.98,27:13.0,30930,28:41.2,1.202,0.1202,0.3091798,0.3093,0.9284798
30931.36,29:19.6,30958.28,30:29.7,2.692,0.2692,0.3093136,0.3095828,0.9288964
30976.08,30:38.8,30983.22,31:18.2,0.714,0.0714,0.3097608,0.3098322,0.929593
31010.94,33:47.3,31041.69,34:25.9,3.075,0.3075,0.3101094,0.3104169,0.9305263
30980.01,39:34.1,31002.93,40:40.4,2.292,0.2292,0.3098001,0.3100293,0.9298294
31014.26,41:02.1,31016,41:28.6,0.174,0.0174,0.3101426,0.31016,0.9303026
31029.42,42:16.8,31032.1,42:43.2,0.268,0.0268,0.3102942,0.310321,0.9306152
31046.01,43:00.6,31058,43:31.0,1.199,0.1199,0.3104601,0.31058,0.9310401
31096.6,48:59.9,31130,49:30.6,3.34,0.334,0.310966,0.3113,0.932266
31041.61,54:14.3,31050,54:54.1,0.839,0.0839,0.3104161,0.3105,0.9309161
31047.71,55:24.2,31083.84,56:39.0,3.613,0.3613,0.3104771,0.3108384,0.9313155
31034.91,58:23.7,31047.07,59:08.0,1.216,0.1216,0.3103491,0.3104707,0.9308198
31053.51,59:16.4,31061.36,59:42.7,0.785,0.0785,0.3105351,0.3106136,0.9311487
31073.66,00:04.8,31076.96,00:30.8,0.33,0.033,0.3107366,0.3107696,0.9315062
31060.01,01:05.8,31091.58,02:12.5,3.157,0.3157,0.3106001,0.3109158,0.9315159
31127.76,02:39.7,31190.67,02:40.2,6.291,0.6291,0.3112776,0.3119067,0.9331843
30977.99,06:48.1,30981.47,06:52.1,0.348,0.0348,0.3097799,0.3098147,0.9295946
30957.25,10:17.8,30975.88,11:06.3,1.863,0.1863,0.3095725,0.3097588,0.9293313
30966.71,13:05.2,30967.98,13:05.7,0.127,0.0127,0.3096671,0.3096798,0.9293469
30958.3,15:19.5,30966.6,15:54.3,0.83,0.083,0.309583,0.309666,0.929249
30974.73,16:16.7,30999.96,17:00.5,2.523,0.2523,0.3097473,0.3099996,0.9297469
31024.45,17:17.9,31036.69,17:18.3,1.224,0.1224,0.3102445,0.3103669,0.9306114
31025.07,17:20.4,31029.99,17:21.0,0.492,0.0492,0.3102507,0.3102999,0.9305506
31006.86,22:10.2,31011.58,23:08.4,0.472,0.0472,0.3100686,0.3101158,0.9301844
30997.46,24:05.2,30998.09,24:40.4,0.063,0.0063,0.3099746,0.3099809,0.9299555
30999.78,24:58.0,31013.54,26:07.8,1.376,0.1376,0.3099978,0.3101354,0.9301332
31019.02,26:12.1,31020,26:38.3,0.098,0.0098,0.3101902,0.3102,0.9303902
30975.01,28:31.7,31004.59,29:33.1,2.958,0.2958,0.3097501,0.3100459,0.929796
31010.5,30:17.1,31014.99,30:43.4,0.449,0.0449,0.310105,0.3101499,0.9302549
31021.9,31:48.7,31038,32:33.5,1.61,0.161,0.310219,0.31038,0.930599
30941.28,37:14.2,30941.93,37:31.4,0.065,0.0065,0.3094128,0.3094193,0.9288321
30951.13,38:41.5,30954.16,39:07.1,0.303,0.0303,0.3095113,0.3095416,0.9290529
30944.89,40:03.9,30962.59,40:52.5,1.77,0.177,0.3094489,0.3096259,0.9290748
30972,43:03.7,30976,43:43.1,0.4,0.04,0.30972,0.30976,0.92948
30972.01,44:45.2,30976.56,45:41.8,0.455,0.0455,0.3097201,0.3097656,0.9294857
30974.02,47:18.1,30985.23,47:57.3,1.121,0.1121,0.3097402,0.3098523,0.9295925
30985.01,49:07.7,30997.81,49:42.5,1.28,0.128,0.3098501,0.3099781,0.9298282
30997.42,51:51.3,31022.35,52:34.5,2.493,0.2493,0.3099742,0.3102235,0.9301977
31019.83,55:53.4,31020.8,56:23.9,0.097,0.0097,0.3101983,0.310208,0.9304063
31007.98,57:55.6,31042.13,58:52.2,3.415,0.3415,0.3100798,0.3104213,0.9305011
30951.33,06:40.5,30971.82,07:55.2,2.049,0.2049,0.3095133,0.3097182,0.9292315
30975.69,08:23.4,30978.35,08:51.8,0.266,0.0266,0.3097569,0.3097835,0.9295404
30978.37,09:44.1,30979.61,10:19.0,0.124,0.0124,0.3097837,0.3097961,0.9295798
30930.15,14:37.5,30950,16:00.4,1.985,0.1985,0.3093015,0.3095,0.9288015
30916.28,17:01.2,30920.32,18:17.2,0.404,0.0404,0.3091628,0.3092032,0.928366
30925.5,19:00.0,30980.99,20:37.3,5.549,0.5549,0.309255,0.3098099,0.9290649
30924,21:42.8,30962.94,22:39.6,3.894,0.3894,0.30924,0.3096294,0.9288694
30966.78,23:14.4,30968.01,23:31.9,0.123,0.0123,0.3096678,0.3096801,0.9293479
30966.83,25:12.6,30971.96,25:52.2,0.513,0.0513,0.3096683,0.3097196,0.9293879
30975.78,26:09.4,30980.94,26:44.3,0.516,0.0516,0.3097578,0.3098094,0.9295672
30983.79,27:28.2,30994,27:58.9,1.021,0.1021,0.3098379,0.30994,0.9297779
30999.89,28:29.4,31004.72,28:51.3,0.483,0.0483,0.3099989,0.3100472,0.9300461
30979.82,33:48.7,30982.31,34:32.6,0.249,0.0249,0.3097982,0.3098231,0.9296213
30983.27,35:12.0,30992.9,35:42.5,0.963,0.0963,0.3098327,0.309929,0.9297617
31001.43,36:17.8,31031.05,36:56.9,2.962,0.2962,0.3100143,0.3103105,0.9303248
31039.51,38:24.3,31043.97,38:50.5,0.446,0.0446,0.3103951,0.3104397,0.9308348
31037.84,40:00.5,31042.31,40:26.8,0.447,0.0447,0.3103784,0.3104231,0.9308015
31014.98,42:33.8,31017,43:48.1,0.202,0.0202,0.3101498,0.31017,0.9303198
30999.27,47:45.6,31026.82,48:38.2,2.755,0.2755,0.3099927,0.3102682,0.9302609
31020.1,51:29.0,31029.76,52:21.0,0.966,0.0966,0.310201,0.3102976,0.9304986
31000.21,58:46.6,31003.77,59:47.5,0.356,0.0356,0.3100021,0.3100377,0.9300398
31005.25,00:53.0,31005.88,02:11.6,0.063,0.0063,0.3100525,0.3100588,0.9301113
31007.25,02:46.6,31011.47,03:56.8,0.422,0.0422,0.3100725,0.3101147,0.9301872
31006.61,05:46.1,31025.37,08:32.4,1.876,0.1876,0.3100661,0.3102537,0.9303198
31020,09:59.9,31042.62,15:02.5,2.262,0.2262,0.3102,0.3104262,0.9306262
31049.21,15:24.3,31051.18,15:37.2,0.197,0.0197,0.3104921,0.3105118,0.9310039
31024.15,21:06.1,31033.91,21:59.5,0.976,0.0976,0.3102415,0.3103391,0.9305806
30997.81,28:56.6,31017.8,31:03.8,1.999,0.1999,0.3099781,0.310178,0.9301561
31013.78,31:39.1,31019.53,32:26.8,0.575,0.0575,0.3101378,0.3101953,0.9303331
31000.01,35:09.9,31013.24,37:12.6,1.323,0.1323,0.3100001,0.3101324,0.9301325
31015.14,38:39.4,31019.69,39:14.5,0.455,0.0455,0.3101514,0.3101969,0.9303483
31022.23,40:24.5,31045,41:36.4,2.277,0.2277,0.3102223,0.31045,0.9306723
31045.12,42:28.9,31058.05,43:29.8,1.293,0.1293,0.3104512,0.3105805,0.9310317
31076.01,43:53.0,31077.53,44:18.9,0.152,0.0152,0.3107601,0.3107753,0.9315354
31085.49,44:58.1,31119.86,45:32.9,3.437,0.3437,0.3108549,0.3111986,0.9320535
31075.27,48:07.4,31077.74,48:38.3,0.247,0.0247,0.3107527,0.3107774,0.9315301
31083.55,49:26.0,31214,50:53.1,13.045,1.3045,0.3108355,0.31214,0.9329755
31204.65,52:46.5,31207.67,53:17.3,0.302,0.0302,0.3120465,0.3120767,0.9341232
31147.82,55:30.3,31148.6,55:30.7,0.078,0.0078,0.3114782,0.311486,0.9329642
31155.03,55:46.6,31183.08,56:43.4,2.805,0.2805,0.3115503,0.3118308,0.9333811
31179.2,57:49.7,31205.8,58:37.9,2.66,0.266,0.311792,0.312058,0.93385
31214,00:18.4,31238.26,01:02.2,2.426,0.2426,0.31214,0.3123826,0.9345226
31236.06,01:41.4,31247.24,02:07.5,1.118,0.1118,0.3123606,0.3124724,0.934833
31244,02:51.2,31251.85,03:21.9,0.785,0.0785,0.31244,0.3125185,0.9349585
31164.58,08:06.0,31173.91,08:50.1,0.933,0.0933,0.3116458,0.3117391,0.9333849
31142.19,09:33.8,31161.64,10:26.1,1.945,0.1945,0.3114219,0.3116164,0.9330383
31141.6,15:27.8,31154.64,16:11.2,1.304,0.1304,0.311416,0.3115464,0.9329624
31157.28,18:13.8,31176.66,18:40.3,1.938,0.1938,0.3115728,0.3117666,0.9333394
31184,19:32.7,31189.19,20:07.8,0.519,0.0519,0.31184,0.3118919,0.9337319
31046.28,41:32.2,31078.66,42:07.5,3.238,0.3238,0.3104628,0.3107866,0.9312494
31086.18,43:04.4,31087.59,43:04.9,0.141,0.0141,0.3108618,0.3108759,0.9317377
31026.92,51:06.9,31040.6,52:43.3,1.368,0.1368,0.3102692,0.310406,0.9306752
31046.65,53:05.2,31047.75,53:22.6,0.11,0.011,0.3104665,0.3104775,0.930944
31051.17,54:02.0,31052.46,54:23.9,0.129,0.0129,0.3105117,0.3105246,0.9310363
31047.74,00:48.9,31048.12,01:46.3,0.038,0.0038,0.3104774,0.3104812,0.9309586
31054.88,01:55.5,31072,02:43.0,1.712,0.1712,0.3105488,0.31072,0.9312688
31077.84,04:15.1,31085.08,04:54.8,0.724,0.0724,0.3107784,0.3108508,0.9316292
31132.08,55:50.7,31139.02,57:10.2,0.0694,0.0694,0.3113208,0.3113902,0.932711
31129.24,00:15.1,31133.98,00:54.8,0.0474,0.0474,0.3112924,0.3113398,0.9326322
31122.04,05:49.8,31124.06,06:55.7,0.0202,0.0202,0.3112204,0.3112406,0.932461
31119.45,08:27.6,31131.71,09:29.1,0.1226,0.1226,0.3111945,0.3113171,0.9325116
31123.32,36:04.2,31132.11,36:43.8,0.0879,0.0879,0.3112332,0.3113211,0.9325543
31124.79,39:56.9,31132.53,41:55.2,0.0774,0.0774,0.3112479,0.3113253,0.9325732
31128.07,43:04.9,31132.62,45:03.4,0.0455,0.0455,0.3112807,0.3113262,0.9326069
31125.96,46:26.4,31131.66,48:29.4,0.057,0.057,0.3112596,0.3113166,0.9325762
31119.1,23:50.9,31123.12,25:15.7,0.0402,0.0402,0.311191,0.3112312,0.9324222
31124.58,26:08.1,31127,26:56.0,0.0242,0.0242,0.3112458,0.31127,0.9325158
31129.95,27:04.8,31132.02,27:36.6,0.0207,0.0207,0.3112995,0.3113202,0.9326197
31139.76,29:13.1,31142.22,29:47.7,0.0246,0.0246,0.3113976,0.3114222,0.9328198
31126.14,34:43.2,31141.44,35:53.2,0.153,0.153,0.3112614,0.3114144,0.9326758
31137.7,37:52.1,31141.78,38:31.2,0.0408,0.0408,0.311377,0.3114178,0.9327948
31144.24,42:17.4,31156.98,43:49.4,0.1274,0.1274,0.3114424,0.3115698,0.9330122
31159.18,44:37.7,31160,44:55.3,0.0082,0.0082,0.3115918,0.3116,0.9331918
31163.12,44:59.4,31181.14,45:30.1,0.1802,0.1802,0.3116312,0.3118114,0.9334426
31159.78,47:23.8,31162,48:34.2,0.0222,0.0222,0.3115978,0.31162,0.9332178
31143.17,49:57.6,31153.5,51:29.5,0.1033,0.1033,0.3114317,0.311535,0.9329667
31122.92,54:46.5,31124.62,56:35.9,0.017,0.017,0.3112292,0.3112462,0.9324754
31099.67,57:58.8,31113.33,59:13.3,0.1366,0.1366,0.3109967,0.3111333,0.93213
31111.62,00:45.2,31112.35,01:11.2,0.0073,0.0073,0.3111162,0.3111235,0.9322397
31113.62,01:46.4,31119.87,02:26.2,0.0625,0.0625,0.3111362,0.3111987,0.9323349
31119.45,03:18.5,31125.76,04:10.8,0.0631,0.0631,0.3111945,0.3112576,0.9324521
31118.66,06:10.8,31122.24,07:07.7,0.0358,0.0358,0.3111866,0.3112224,0.932409
31124.13,08:26.6,31125.75,09:15.9,0.0162,0.0162,0.3112413,0.3112575,0.9324988
31127.81,13:10.4,31129.65,13:44.8,0.0184,0.0184,0.3112781,0.3112965,0.9325746
31111.98,18:23.4,31112.05,19:16.5,0.0007,0.0007,0.3111198,0.3111205,0.9322403
31116.34,19:35.1,31151.61,20:09.3,0.3527,0.3527,0.3111634,0.3115161,0.9326795
31149.46,24:18.8,31170.48,26:17.6,0.2102,0.2102,0.3114946,0.3117048,0.9331994
31186.25,27:46.2,31190.99,28:12.6,0.0474,0.0474,0.3118625,0.3119099,0.9337724
31200.01,29:09.9,31210.22,29:49.1,0.1021,0.1021,0.3120001,0.3121022,0.9341023
31190.09,30:54.9,31201.43,31:42.7,0.1134,0.1134,0.3119009,0.3120143,0.9339152
31200.6,32:57.6,31210.79,33:28.5,0.1019,0.1019,0.312006,0.3121079,0.9341139
31161.99,35:53.4,31223.36,37:11.9,0.6137,0.6137,0.3116199,0.3122336,0.9338535
31241.58,38:04.1,31251.38,38:30.3,0.098,0.098,0.3124158,0.3125138,0.9349296
31053.95,43:13.6,31054.26,43:53.4,0.0031,0.0031,0.3105395,0.3105426,0.9310821
31036,46:40.0,31037.97,47:33.3,0.0197,0.0197,0.31036,0.3103797,0.9307397
31023.37,48:51.8,31068,50:02.9,0.4463,0.4463,0.3102337,0.31068,0.9309137
31052.02,50:51.3,31053.15,51:21.9,0.0113,0.0113,0.3105202,0.3105315,0.9310517
31014.67,52:40.5,31017.58,53:24.3,0.0291,0.0291,0.3101467,0.3101758,0.9303225
31013.24,53:46.0,31028.23,54:30.0,0.1499,0.1499,0.3101324,0.3102823,0.9304147
31035.99,54:47.5,31039.12,55:13.5,0.0313,0.0313,0.3103599,0.3103912,0.9307511
31058.55,58:12.8,31061.92,58:43.7,0.0337,0.0337,0.3105855,0.3106192,0.9312047
31058.42,00:29.0,31058.69,01:03.5,0.0027,0.0027,0.3105842,0.3105869,0.9311711
31067.88,03:41.7,31088.15,04:46.9,0.2027,0.2027,0.3106788,0.3108815,0.9315603
31030.11,08:26.1,31032.4,09:18.5,0.0229,0.0229,0.3103011,0.310324,0.9306251
31037.52,09:36.3,31041.26,10:19.8,0.0374,0.0374,0.3103752,0.3104126,0.9307878
31045.99,10:24.3,31065.24,11:08.1,0.1925,0.1925,0.3104599,0.3106524,0.9311123
31066.27,13:41.4,31071,14:59.6,0.0473,0.0473,0.3106627,0.31071,0.9313727
31081.58,15:39.0,31082.45,16:15.2,0.0087,0.0087,0.3108158,0.3108245,0.9316403
31072.78,20:00.5,31078.13,21:24.5,0.0535,0.0535,0.3107278,0.3107813,0.9315091
31047.81,34:43.6,31065.99,35:44.8,0.1818,0.1818,0.3104781,0.3106599,0.931138
31053.83,37:38.5,31054.99,40:00.4,0.0116,0.0116,0.3105383,0.3105499,0.9310882
31055.24,41:11.3,31058,41:59.3,0.0276,0.0276,0.3105524,0.31058,0.9311324
30998,46:39.8,31000,47:14.8,0.02,0.02,0.30998,0.31,0.92998
31003.1,47:19.1,31012.81,48:20.3,0.0971,0.0971,0.310031,0.3101281,0.9301591
31013.1,49:08.6,31014.77,49:49.5,0.0167,0.0167,0.310131,0.3101477,0.9302787
31010.05,51:30.3,31029.12,52:31.5,0.1907,0.1907,0.3101005,0.3102912,0.9303917
30907.23,05:21.5,30907.99,05:22.0,0.0076,0.0076,0.3090723,0.3090799,0.9281522
30905.31,09:46.4,30962.64,10:29.7,0.5733,0.5733,0.3090531,0.3096264,0.9286795
30979.41,12:32.6,30986.47,13:07.4,0.0706,0.0706,0.3097941,0.3098647,0.9296588
30992.33,13:20.3,31002.52,13:46.5,0.1019,0.1019,0.3099233,0.3100252,0.9299485
31001.59,14:43.6,31010.44,15:23.0,0.0885,0.0885,0.3100159,0.3101044,0.9301203
31016.13,16:41.4,31020,17:07.6,0.0387,0.0387,0.3101613,0.3102,0.9303613
31006.44,18:08.9,31019.96,19:51.1,0.1352,0.1352,0.3100644,0.3101996,0.930264
31014.88,22:24.0,31023.98,23:12.0,0.091,0.091,0.3101488,0.3102398,0.9303886
31027.36,25:11.2,31032,25:41.9,0.0464,0.0464,0.3102736,0.31032,0.9305936
31033.35,25:46.2,31033.77,25:55.0,0.0042,0.0042,0.3103335,0.3103377,0.9306712
31036.47,26:38.4,31037.67,27:00.8,0.012,0.012,0.3103647,0.3103767,0.9307414
31039.44,27:09.1,31048.65,27:57.1,0.0921,0.0921,0.3103944,0.3104865,0.9308809
31051.25,28:10.4,31052.82,28:23.8,0.0157,0.0157,0.3105125,0.3105282,0.9310407
31025.01,31:14.6,31028.89,32:24.6,0.0388,0.0388,0.3102501,0.3102889,0.930539
31045.75,2023-07-04 10:53:39.069562,31045.99,2023-07-04 10:54:27.542060,0.0012000000000080035
31022.99,2023-07-04 10:59:16.133978,31024.31,2023-07-04 11:00:30.761894,0.0065999999999985445
31011.39,2023-07-04 11:05:41.801381,31013.34,2023-07-04 11:09:20.737197,0.009750000000003638
31000.75,2023-07-04 11:15:59.793164,31009.96,2023-07-04 11:18:28.943141,0.046049999999995636
31002.91,2023-07-04 11:19:26.818115,31004.4,2023-07-04 11:21:51.767200,0.007450000000008004
31006.59,2023-07-04 11:22:13.236629,31009.89,2023-07-04 11:22:57.108260,0.01649999999999636
31012.56,2023-07-04 11:23:05.734475,31021.95,2023-07-04 11:23:53.828785,0.04694999999999709
31018.66,2023-07-04 11:25:52.061845,31036.55,2023-07-04 11:27:10.869461,0.08944999999999709
31052.32,2023-07-04 11:30:24.077036,31053.39,2023-07-04 11:30:45.755102,0.005349999999998545
31038.16,2023-07-04 11:31:42.720807,31065.62,2023-07-04 11:33:14.317397,0.13729999999999565
31030.58,2023-07-04 11:38:07.386379,31032.96,2023-07-04 11:38:38.002916,0.011899999999986904
31035.99,2023-07-04 11:38:55.162834,31042.68,2023-07-04 11:39:39.707425,0.03344999999999345
31031.98,2023-07-04 11:40:32.116259,31040.84,2023-07-04 11:42:25.702923,0.04430000000000291
31020.03,2023-07-04 11:44:06.028869,31021.9,2023-07-04 11:45:47.073434,0.009350000000013096
31022.56,2023-07-04 11:46:30.855445,31025.36,2023-07-04 11:47:11.031006,0.013999999999996363
31026.41,2023-07-04 11:48:33.875565,31033.32,2023-07-04 11:49:17.585090,0.034549999999999276
31029.69,2023-07-04 11:50:44.991927,31031.6,2023-07-04 11:51:32.827629,0.009549999999999273
31055.15,2023-07-04 11:57:27.041239,31075.24,2023-07-04 11:58:19.881042,0.10045000000000073
31031.87,2023-07-04 12:03:25.543822,31034.12,2023-07-04 12:04:04.786286,0.01125
31016.39,2023-07-04 12:05:03.008722,31036.77,2023-07-04 12:05:59.221652,0.1019000000000051
31045.17,2023-07-04 12:07:09.490032,31046.32,2023-07-04 12:07:44.340513,0.005750000000007276
31028.0,2023-07-04 12:11:59.135613,31032.26,2023-07-04 12:13:31.753191,0.021299999999991995
31016.28,2023-07-04 12:17:15.970976,31067.83,2023-07-04 12:19:35.927447,0.2577500000000146
31055.93,2023-07-04 12:22:57.596552,31056.18,2023-07-04 12:23:41.464385,0.00125
31062.3,2023-07-04 12:23:58.947744,31062.58,2023-07-04 12:24:29.449235,0.0014000000000123692
31045.28,2023-07-04 12:30:24.867501,31045.81,2023-07-04 12:31:12.796057,0.002650000000012369
31047.72,2023-07-04 12:31:43.515642,31054.3,2023-07-04 12:32:22.839440,0.03289999999999054
31035.95,2023-07-04 12:35:48.229694,31043.01,2023-07-04 12:36:45.942928,0.03529999999998836
31042.95,2023-07-04 12:38:04.894780,31043.3,2023-07-04 12:38:39.400215,0.0017499999999927242
31042.07,2023-07-04 12:40:50.562986,31044.35,2023-07-04 12:42:09.384613,0.011399999999994179
31025.08,2023-07-04 12:46:31.524855,31026.51,2023-07-04 12:48:07.695038,0.007149999999983265
31026.27,2023-07-04 12:48:38.017031,31029.91,2023-07-04 12:49:52.455141,0.01819999999999709
31031.14,2023-07-04 12:50:44.909430,31034.01,2023-07-04 12:51:32.705963,0.014349999999994907
31037.16,2023-07-04 12:52:08.017733,31038.42,2023-07-04 12:52:34.780553,0.006299999999991997
31043.58,2023-07-04 12:53:18.416893,31049.49,2023-07-04 12:53:58.444740,0.02954999999999927
31052.63,2023-07-04 12:54:46.238379,31053.26,2023-07-04 12:55:03.878914,0.0031499999999869033
31044.98,2023-07-04 12:58:47.188723,31048.21,2023-07-04 13:01:16.541374,0.01614999999999782
31050.26,2023-07-04 13:01:25.757112,31051.41,2023-07-04 13:01:47.301471,0.005750000000007276
31026.09,2023-07-04 13:07:54.834978,31030.29,2023-07-04 13:08:42.973318,0.021000000000003637
31002.5,2023-07-04 13:14:41.971668,31011.59,2023-07-04 13:15:34.102181,0.045450000000000726
30999.48,2023-07-04 13:16:44.834741,31030.83,2023-07-04 13:18:12.286851,0.1567500000000109
31029.49,2023-07-04 13:19:21.953621,31036.5,2023-07-04 13:20:05.732257,0.035049999999992
31027.22,2023-07-04 13:23:42.526975,31030.12,2023-07-04 13:26:11.885077,0.014499999999989086
31031.99,2023-07-04 13:29:02.475733,31035.38,2023-07-04 13:29:45.958905,0.01694999999999709
31014.01,2023-07-04 13:31:40.293703,31031.25,2023-07-04 13:32:28.523827,0.086200000000008
31033.46,2023-07-04 13:33:47.204996,31040.1,2023-07-04 13:34:26.537882,0.03319999999999709
31042.28,2023-07-04 13:34:30.845095,31043.71,2023-07-04 13:34:52.563010,0.0071500000000014555
31023.27,2023-07-04 13:37:56.366475,31040.0,2023-07-04 13:39:58.949875,0.08364999999999782
31046.68,2023-07-04 13:40:20.753236,31050.62,2023-07-04 13:40:46.837216,0.019699999999993452
31050.88,2023-07-04 13:42:01.221662,31051.63,2023-07-04 13:42:53.651409,0.00375
31053.26,2023-07-04 13:43:28.637371,31054.97,2023-07-04 13:43:54.929559,0.008550000000013824
31006.9,2023-07-04 13:52:30.571098,31007.99,2023-07-04 13:52:31.037150,0.005450000000000728
30979.05,2023-07-04 13:53:35.244928,30979.74,2023-07-04 13:53:39.793566,0.0034500000000116417
30984.73,2023-07-04 13:53:52.661986,30998.03,2023-07-04 13:55:11.494682,0.06649999999999637
30769.59,2023-07-04 22:43:29.661089,30775.17,2023-07-04 22:44:44.359047,0.027899999999990543
30777.7,2023-07-04 22:48:23.100757,30789.9,2023-07-04 22:49:42.386202,0.06100000000000364
30792.01,2023-07-04 22:53:44.922681,30795.46,2023-07-04 22:54:28.576999,0.017250000000003637
30797.28,2023-07-04 22:56:06.481716,30819.31,2023-07-04 22:58:10.189155,0.11015000000001238
30819.32,2023-07-04 23:00:38.955837,30819.81,2023-07-04 23:01:09.584144,0.0024500000000080035
30824.39,2023-07-04 23:01:53.338629,30828.12,2023-07-04 23:02:33.108605,0.018649999999997818
30825.6,2023-07-04 23:03:33.854032,30827.5,2023-07-04 23:04:20.391088,0.009500000000007277
30828.12,2023-07-04 23:06:51.216629,30834.9,2023-07-04 23:07:21.901352,0.03390000000001237
30836.18,2023-07-04 23:08:14.411849,30842.24,2023-07-04 23:09:02.406554,0.030300000000006547
30779.05,2023-07-04 23:19:37.739419,30790.53,2023-07-04 23:22:34.083141,0.05739999999999782
30794.25,2023-07-04 23:24:36.001457,30796.76,2023-07-04 23:25:11.564482,0.012549999999991996
30797.51,2023-07-04 23:26:48.226986,30806.67,2023-07-04 23:27:40.835242,0.04579999999999927
30809.41,2023-07-04 23:31:53.829115,30809.88,2023-07-04 23:32:38.386141,0.002350000000005821
30807.52,2023-07-04 23:35:19.050143,30812.9,2023-07-04 23:37:23.600468,0.026900000000005093
30800.76,2023-07-04 23:42:22.432435,30803.89,2023-07-04 23:46:18.118940,0.015650000000005094
30779.03,2023-07-04 23:51:35.647456,30783.99,2023-07-04 23:53:48.421354,0.024800000000013825
30764.01,2023-07-04 23:56:12.379762,30766.4,2023-07-04 23:59:20.901862,0.01195000000001528
30764.36,2023-07-05 00:00:48.292839,30783.94,2023-07-05 00:02:55.467993,0.09789999999999055
30785.82,2023-07-05 00:03:04.073559,30791.53,2023-07-05 00:03:21.636566,0.028549999999995634
30792.52,2023-07-05 00:05:28.875022,30803.01,2023-07-05 00:06:34.905691,0.05244999999998982
30805.92,2023-07-05 00:09:59.719395,30806.59,2023-07-05 00:10:30.581466,0.0033500000000094587
30789.24,2023-07-05 00:11:40.221066,30796.29,2023-07-05 00:13:51.843324,0.03524999999999636
