Cantidad_Trades,Ganancia,Ganancia_Promedio_xTrade,PAR,Estrategia,Tiempo_inicial,Tiempo_final,Cantidad_trade
12,0.23479999999997733,0.01956666666666478,BTCUSDT,MACD,2023-07-06 22:57:02.888723,2023-07-07 06:46:08.300,0.005
