Cantidad_Trades,Perdida,Ganancia_Promedio_xTrade,PAR,Estrategia,Tiempo_inicial,Tiempo_final,Cantidad_trade
1,-0.989300000000003,-0.989300000000003,BTCUSDT,MACD,2023-07-06 04:20:12.760618,2023-07-06 20:10:10.209,0.005
