Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Ganancia
29857.3,2023-07-07 00:10:08.166,29966.76,2023-07-07 00:30:07.944,0.5472999999999957
29953.47,2023-07-07 00:42:08.203,30017.2,2023-07-07 00:53:07.647,0.3186499999999978
30011.79,2023-07-07 01:30:07.933,30069.28,2023-07-07 01:47:07.544,0.2874499999999898
30130.0,2023-07-07 03:49:08.236,30144.79,2023-07-07 04:11:08.008,0.07395000000000437
30093.19,2023-07-07 04:36:07.992,30194.26,2023-07-07 05:35:08.001,0.5053499999999985
