Precio_Entrada,Tiempo_Entrada,Precio_Salida,Tiempo_Salida,Perdida
1960.77,2023-07-03 08:58:56.063437,1960.49,2023-07-03 08:59:18.508490,-0.027999999999997274
1959.38,2023-07-03 09:03:02.569471,1958.92,2023-07-03 09:03:58.659835,-0.04600000000000364
1960.56,2023-07-03 09:05:40.152570,1960.19,2023-07-03 09:05:50.583780,-0.03699999999998909
1963.5,2023-07-03 09:15:00.462931,1962.24,2023-07-03 09:15:19.067777,-0.12599999999999908
1962.24,2023-07-03 09:16:01.972689,1961.9,2023-07-03 09:16:29.705924,-0.033999999999991815
1962.0,2023-07-03 09:16:34.755061,1961.45,2023-07-03 09:18:01.540873,-0.054999999999995455
1961.33,2023-07-03 09:21:13.081379,1961.32,2023-07-03 09:22:45.138232,-0.0009999999999990906
1962.31,2023-07-03 09:25:55.633523,1962.28,2023-07-03 09:26:00.828430,-0.0029999999999972718
1962.45,2023-07-03 09:29:22.106343,1962.0,2023-07-03 09:29:43.420841,-0.04500000000000455
1959.88,2023-07-03 09:31:13.147278,1959.49,2023-07-03 09:32:44.829916,-0.039000000000010006
1958.7,2023-07-03 09:33:22.495068,1958.64,2023-07-03 09:33:54.629920,-0.0059999999999945436
1959.52,2023-07-03 09:36:35.622758,1959.32,2023-07-03 09:36:57.332881,-0.02000000000000455
1958.01,2023-07-03 09:47:45.206144,1957.63,2023-07-03 09:49:13.272756,-0.03799999999998818
1957.64,2023-07-03 09:52:18.300950,1957.5,2023-07-03 09:53:22.939087,-0.014000000000010004
1957.54,2023-07-03 09:55:21.126326,1957.3,2023-07-03 09:55:26.557933,-0.02400000000000091
1957.74,2023-07-03 09:55:37.364297,1957.25,2023-07-03 09:55:53.500302,-0.04900000000000091
1956.94,2023-07-03 09:56:52.548187,1956.44,2023-07-03 09:57:14.229236,-0.05
1956.5,2023-07-03 09:57:30.524096,1956.09,2023-07-03 09:57:57.210344,-0.04100000000000819
1956.14,2023-07-03 09:58:13.212536,1955.75,2023-07-03 09:58:29.430584,-0.039000000000010006
1956.36,2023-07-03 10:01:10.625642,1956.35,2023-07-03 10:01:21.382012,-0.0009999999999990906
1956.59,2023-07-03 10:02:18.406665,1956.57,2023-07-03 10:03:01.507400,-0.001999999999998181
1957.44,2023-07-03 10:05:00.708239,1956.01,2023-07-03 10:06:45.558861,-0.14300000000000637
1958.61,2023-07-03 10:10:27.392936,1958.48,2023-07-03 10:10:59.282632,-0.012999999999988177
1957.72,2023-07-03 10:11:58.721722,1957.41,2023-07-03 10:12:36.253294,-0.030999999999994546
1957.14,2023-07-03 10:13:18.980175,1956.76,2023-07-03 10:14:41.856192,-0.038000000000010914
1959.2,2023-07-03 10:18:18.984476,1958.94,2023-07-03 10:18:29.580824,-0.025999999999999093
1959.16,2023-07-03 10:18:56.517925,1958.56,2023-07-03 10:19:12.541611,-0.06000000000001365
1959.01,2023-07-03 10:21:45.566821,1958.3,2023-07-03 10:22:13.037596,-0.07100000000000364
1957.71,2023-07-03 10:25:27.611185,1957.62,2023-07-03 10:25:32.928285,-0.009000000000014552
1958.0,2023-07-03 10:25:49.012626,1957.63,2023-07-03 10:26:23.334442,-0.03699999999998909
1957.69,2023-07-03 10:27:00.665168,1957.21,2023-07-03 10:27:27.838740,-0.04800000000000182
1956.87,2023-07-03 10:28:18.394921,1956.5,2023-07-03 10:29:12.840663,-0.03699999999998909
1959.81,2023-07-03 10:32:29.254183,1959.74,2023-07-03 10:32:34.313154,-0.006999999999993634
1959.8,2023-07-03 10:33:23.626031,1959.79,2023-07-03 10:34:07.653021,-0.0009999999999990906
1960.8,2023-07-03 10:36:19.002750,1960.59,2023-07-03 10:36:35.071139,-0.02100000000000364
1961.37,2023-07-03 10:38:50.832614,1961.36,2023-07-03 10:39:13.197329,-0.0009999999999990906
1961.04,2023-07-03 10:42:23.569218,1961.03,2023-07-03 10:44:34.642340,-0.0009999999999990906
1961.02,2023-07-03 10:47:50.343843,1960.41,2023-07-03 10:48:01.302520,-0.06099999999999
1962.95,2023-07-03 10:52:18.877053,1962.92,2023-07-03 10:52:45.721467,-0.0029999999999972718
1962.97,2023-07-03 10:53:37.221998,1962.96,2023-07-03 10:53:47.986518,-0.0009999999999990906
1956.95,2023-07-03 21:39:15.855967,1956.17,2023-07-03 21:39:32.080438,-0.07799999999999728,SEÑAL
1956.26,2023-07-03 21:40:02.601214,1956.13,2023-07-03 21:41:18.089782,-0.012999999999988177,SEÑAL
1957.22,2023-07-03 21:45:50.908571,1956.76,2023-07-03 21:47:01.819373,-0.04600000000000364,SEÑAL
1956.46,2023-07-03 21:47:50.390537,1956.22,2023-07-03 21:49:06.073571,-0.02400000000000091,SEÑAL
1957.97,2023-07-03 21:55:07.452147,1957.78,2023-07-03 21:55:18.106598,-0.019000000000005457,SEÑAL
1957.84,2023-07-03 21:55:50.454337,1957.75,2023-07-03 21:56:01.156349,-0.008999999999991815,SEÑAL
1957.76,2023-07-03 21:59:23.651826,1957.75,2023-07-03 21:59:28.963496,-0.0009999999999990906,SEÑAL
1957.76,2023-07-03 21:59:44.890901,1957.62,2023-07-03 22:00:01.273726,-0.014000000000010004,SEÑAL
1955.4,2023-07-03 22:00:50.384954,1954.64,2023-07-03 22:01:29.474189,-0.0759999999999991,SEÑAL
1956.86,2023-07-03 22:04:29.817810,1956.82,2023-07-03 22:05:02.042971,-0.003999999999996362,SEÑAL
1955.98,2023-07-03 22:06:56.099933,1955.72,2023-07-03 22:09:21.747563,-0.025999999999999093,SEÑAL
1955.05,2023-07-03 22:09:59.116121,1954.51,2023-07-03 22:10:28.838072,-0.05399999999999636,SEÑAL
1956.04,2023-07-03 22:58:39.993460,1955.38,2023-07-03 22:59:40.436297,-0.06599999999998545,SEÑAL
1955.35,2023-07-03 23:00:23.654659,1954.83,2023-07-03 23:01:48.346152,-0.05199999999999819,SEÑAL
1954.59,2023-07-03 23:04:29.853510,1954.14,2023-07-03 23:04:56.824684,-0.04499999999998181,SEÑAL
1953.61,2023-07-03 23:07:34.319468,1953.4,2023-07-03 23:07:45.637354,-0.020999999999980902,SEÑAL
1954.83,2023-07-03 23:38:34.387664,1954.5,2023-07-03 23:38:45.229226,-0.03299999999999272,SEÑAL
1954.93,2023-07-03 23:43:52.862966,1954.53,2023-07-03 23:45:17.376180,-0.0400000000000091,SEÑAL
1954.09,2023-07-03 23:46:00.277418,1954.08,2023-07-03 23:48:27.959639,-0.0009999999999990906,SEÑAL
1953.86,2023-07-04 00:19:54.065684,1953.8,2023-07-04 00:21:05.802506,-0.0059999999999945436,SEÑAL
1954.84,2023-07-04 00:26:33.372992,1954.72,2023-07-04 00:26:56.585392,-0.011999999999989087,SEÑAL
1954.84,2023-07-04 00:28:04.437444,1954.82,2023-07-04 00:28:04.894983,-0.001999999999998181,SEÑAL
1954.84,2023-07-04 00:28:09.660433,1954.77,2023-07-04 00:28:09.844472,-0.006999999999993634,SEÑAL
1955.13,2023-07-04 00:31:26.168570,1955.1,2023-07-04 00:32:00.634364,-0.0030000000000200092,SEÑAL
1957.03,2023-07-04 00:36:56.723924,1955.88,2023-07-04 00:37:18.027655,-0.11499999999998636,SEÑAL
1956.34,2023-07-04 00:37:55.472690,1956.0,2023-07-04 00:38:28.006328,-0.033999999999991815,SEÑAL
1955.82,2023-07-04 00:39:16.274886,1955.56,2023-07-04 00:40:26.459449,-0.025999999999999093,SEÑAL
1956.39,2023-07-04 00:43:39.756589,1956.19,2023-07-04 00:43:50.897751,-0.02000000000000455,SEÑAL
1956.55,2023-07-04 00:46:06.678953,1956.0,2023-07-04 00:46:22.897854,-0.054999999999995455,SEÑAL
1955.2,2023-07-04 00:47:48.784831,1954.67,2023-07-04 00:48:12.424740,-0.05299999999999727,SEÑAL
1954.74,2023-07-04 00:48:38.815679,1954.28,2023-07-04 00:49:21.944695,-0.04600000000000364,SEÑAL
1952.78,2023-07-04 00:52:40.061564,1951.92,2023-07-04 00:53:44.382495,-0.08599999999999,SEÑAL
1951.93,2023-07-04 00:54:16.958338,1951.64,2023-07-04 00:55:28.519840,-0.028999999999996362,SEÑAL
1952.5,2023-07-04 00:56:00.607460,1951.5,2023-07-04 00:56:32.876767,-0.1,SEÑAL
1951.76,2023-07-04 00:59:42.772215,1951.35,2023-07-04 01:00:08.472393,-0.04100000000000819,SEÑAL
1953.46,2023-07-04 01:08:20.337842,1953.43,2023-07-04 01:09:04.139437,-0.0029999999999972718,SEÑAL
1953.78,2023-07-04 01:13:30.197295,1953.65,2023-07-04 01:13:46.195516,-0.012999999999988177,SEÑAL
1953.42,2023-07-04 01:14:29.862716,1953.37,2023-07-04 01:16:03.491734,-0.00500000000001819,SEÑAL
1958.91,2023-07-04 01:20:34.094677,1957.35,2023-07-04 01:20:44.893081,-0.1560000000000173,SEÑAL
1955.61,2023-07-04 01:22:52.447800,1955.35,2023-07-04 01:23:49.509224,-0.025999999999999093,SEÑAL
1957.18,2023-07-04 01:27:52.501521,1956.66,2023-07-04 01:28:51.345799,-0.05199999999999819,SEÑAL
1957.69,2023-07-04 01:29:26.587922,1956.19,2023-07-04 01:29:49.751831,-0.15000000000000002,SEÑAL
1956.26,2023-07-04 01:33:07.525943,1956.03,2023-07-04 01:33:39.372217,-0.02300000000000182,SEÑAL
1954.82,2023-07-04 01:34:34.008964,1952.04,2023-07-04 01:35:22.504374,-0.2779999999999973,SEÑAL
1954.6,2023-07-04 01:39:18.210247,1953.67,2023-07-04 01:39:34.143860,-0.09299999999998364,SEÑAL
1954.19,2023-07-04 01:39:45.390961,1953.82,2023-07-04 01:40:17.719416,-0.03700000000001182,SEÑAL
1952.77,2023-07-04 04:43:11.823479,1952.17,2023-07-04 04:43:50.131619,-0.05999999999999091,SEÑAL
1952.46,2023-07-04 04:44:23.371217,1952.02,2023-07-04 04:44:39.332128,-0.04400000000000546,SEÑAL
1951.32,2023-07-04 04:45:34.106786,1951.26,2023-07-04 04:46:17.819714,-0.0059999999999945436,SEÑAL
1951.38,2023-07-04 04:46:22.927747,1950.66,2023-07-04 04:46:28.157395,-0.07200000000000273,SEÑAL
1951.06,2023-07-04 04:46:44.594968,1950.5,2023-07-04 04:47:33.547847,-0.05599999999999455,SEÑAL
1950.67,2023-07-04 04:47:55.139146,1950.1,2023-07-04 04:48:18.381916,-0.05700000000001637,SEÑAL
1952.34,2023-07-04 04:52:12.122586,1952.33,2023-07-04 04:53:22.668497,-0.0009999999999990906,SEÑAL
1954.0,2023-07-04 04:57:45.038172,1953.8,2023-07-04 04:57:55.896792,-0.02000000000000455,SEÑAL
1954.47,2023-07-04 04:58:15.237703,1954.42,2023-07-04 04:59:07.024728,-0.0049999999999954525,SEÑAL
1954.17,2023-07-04 05:00:38.950106,1953.54,2023-07-04 05:01:00.792803,-0.06300000000001092,SEÑAL
1954.05,2023-07-04 05:02:47.701847,1953.66,2023-07-04 05:03:17.708832,-0.03899999999998727,SEÑAL
1952.85,2023-07-04 05:06:45.223394,1952.48,2023-07-04 05:07:56.866681,-0.03699999999998909,SEÑAL
1952.0,2023-07-04 05:08:33.848375,1951.6,2023-07-04 05:09:12.730487,-0.0400000000000091,SEÑAL
1954.61,2023-07-04 05:15:39.390483,1954.4,2023-07-04 05:16:06.818021,-0.020999999999980902,SEÑAL
1953.49,2023-07-04 05:26:41.825294,1953.41,2023-07-04 05:29:43.245830,-0.007999999999992725,SEÑAL
1953.58,2023-07-04 05:30:23.620476,1953.38,2023-07-04 05:31:02.788652,-0.01999999999998181,SEÑAL
1954.31,2023-07-04 05:32:39.864257,1954.26,2023-07-04 05:33:13.531416,-0.0049999999999954525,SEÑAL
1953.95,2023-07-04 05:37:40.769375,1953.77,2023-07-04 05:38:46.584811,-0.01800000000000637,SEÑAL
1953.79,2023-07-04 05:38:51.781233,1953.51,2023-07-04 05:40:13.019046,-0.027999999999997274,SEÑAL
1953.46,2023-07-04 05:43:11.552546,1952.42,2023-07-04 05:43:17.216928,-0.10399999999999637,SEÑAL
1952.24,2023-07-04 05:43:18.068549,1952.23,2023-07-04 05:43:18.251970,-0.0009999999999990906,SEÑAL
1953.47,2023-07-04 05:44:32.410956,1952.88,2023-07-04 05:44:48.836741,-0.058999999999991816,SEÑAL
1952.88,2023-07-04 05:46:41.369530,1952.51,2023-07-04 05:47:17.818180,-0.03700000000001182,SEÑAL
1952.88,2023-07-04 05:47:23.074167,1952.67,2023-07-04 05:48:16.941072,-0.02100000000000364,SEÑAL
1954.19,2023-07-04 05:53:43.448977,1953.85,2023-07-04 05:53:59.269085,-0.03400000000001455,SEÑAL
1953.86,2023-07-04 05:54:55.118939,1953.5,2023-07-04 05:55:43.441597,-0.03599999999999,SEÑAL
1953.74,2023-07-04 05:56:04.814558,1953.7,2023-07-04 05:57:05.501630,-0.003999999999996362,SEÑAL
1952.29,2023-07-04 05:58:39.555851,1952.0,2023-07-04 06:00:06.015627,-0.028999999999996362,SEÑAL
1951.25,2023-07-04 06:00:37.891111,1951.22,2023-07-04 06:01:15.851383,-0.0029999999999972718,SEÑAL
1951.81,2023-07-04 06:01:31.778708,1951.22,2023-07-04 06:01:48.004565,-0.058999999999991816,SEÑAL
1951.37,2023-07-04 06:02:04.212483,1951.22,2023-07-04 06:03:07.439240,-0.014999999999986358,SEÑAL
1951.17,2023-07-04 06:03:39.670149,1951.0,2023-07-04 06:03:55.789067,-0.017000000000007277,SEÑAL
1949.81,2023-07-04 06:04:33.459014,1949.24,2023-07-04 06:04:55.024230,-0.05699999999999364,SEÑAL
1949.53,2023-07-04 06:07:34.515583,1949.08,2023-07-04 06:07:50.775455,-0.04500000000000455,SEÑAL
1948.68,2023-07-04 06:08:22.817657,1948.64,2023-07-04 06:08:23.266350,-0.003999999999996362,SEÑAL
1948.64,2023-07-04 06:08:23.897228,1948.63,2023-07-04 06:08:24.079962,-0.0009999999999990906,SEÑAL
1948.64,2023-07-04 06:08:24.680314,1948.55,2023-07-04 06:08:25.270894,-0.009000000000014552,SEÑAL
1948.51,2023-07-04 06:08:25.863103,1948.5,2023-07-04 06:08:26.313776,-0.0009999999999990906,SEÑAL
1948.51,2023-07-04 06:08:27.302139,1948.39,2023-07-04 06:08:27.748283,-0.011999999999989087,SEÑAL
1953.7,2023-07-04 06:12:34.600968,1953.62,2023-07-04 06:13:06.993542,-0.008000000000015462,SEÑAL
1954.76,2023-07-04 06:15:06.301366,1954.47,2023-07-04 06:15:22.985623,-0.028999999999996362,SEÑAL
1954.56,2023-07-04 06:15:44.017572,1954.55,2023-07-04 06:15:44.680720,-0.0009999999999990906,SEÑAL
1954.57,2023-07-04 06:15:50.721503,1954.54,2023-07-04 06:15:51.305076,-0.0029999999999972718,SEÑAL
1954.79,2023-07-04 06:16:16.904231,1954.74,2023-07-04 06:17:06.436923,-0.0049999999999954525,SEÑAL
1954.8,2023-07-04 06:20:38.194935,1954.77,2023-07-04 06:20:54.527925,-0.0029999999999972718,SEÑAL
1954.8,2023-07-04 06:21:26.630396,1954.64,2023-07-04 06:21:58.573205,-0.01599999999998545,SEÑAL
1956.11,2023-07-04 06:26:38.336666,1956.06,2023-07-04 06:27:07.477102,-0.0049999999999954525,SEÑAL
1957.0,2023-07-04 06:28:13.269896,1956.83,2023-07-04 06:28:29.455949,-0.017000000000007277,SEÑAL
1956.03,2023-07-04 06:29:12.379917,1955.72,2023-07-04 06:29:17.858503,-0.030999999999994546,SEÑAL
1955.75,2023-07-04 06:29:18.751328,1955.71,2023-07-04 06:29:19.201962,-0.003999999999996362,SEÑAL
1955.54,2023-07-04 06:29:39.240015,1955.34,2023-07-04 06:30:33.009395,-0.02000000000000455,SEÑAL
1954.64,2023-07-04 06:48:16.685057,1954.39,2023-07-04 06:49:12.421319,-0.025,SEÑAL
1954.26,2023-07-04 06:49:56.843518,1954.06,2023-07-04 06:50:13.031536,-0.02000000000000455,SEÑAL
1953.35,2023-07-04 06:50:56.088039,1953.25,2023-07-04 06:51:28.639289,-0.009999999999990905,SEÑAL
1952.84,2023-07-04 06:58:08.750991,1952.83,2023-07-04 06:58:09.205100,-0.0009999999999990906,SEÑAL
1953.37,2023-07-04 06:58:13.203508,1953.34,2023-07-04 06:58:13.650501,-0.0029999999999972718,SEÑAL
1953.37,2023-07-04 06:58:14.225028,1953.33,2023-07-04 06:58:14.672260,-0.003999999999996362,SEÑAL
1953.37,2023-07-04 06:58:19.471645,1953.36,2023-07-04 06:58:58.322574,-0.0009999999999990906,SEÑAL
1953.5,2023-07-04 07:00:02.999141,1953.44,2023-07-04 07:00:14.069493,-0.0059999999999945436,SEÑAL
1953.73,2023-07-04 07:06:20.159389,1953.71,2023-07-04 07:06:42.024423,-0.001999999999998181,SEÑAL
1954.4,2023-07-04 07:22:06.734196,1954.35,2023-07-04 07:22:22.951320,-0.00500000000001819,SEÑAL
1954.5,2023-07-04 07:22:49.996249,1954.33,2023-07-04 07:23:17.171846,-0.017000000000007277,SEÑAL
1953.77,2023-07-04 07:24:07.380729,1953.52,2023-07-04 07:24:39.727192,-0.025,SEÑAL
1954.51,2023-07-04 07:28:44.329429,1954.29,2023-07-04 07:29:22.592283,-0.02200000000000273,SEÑAL
1954.22,2023-07-04 07:29:54.961031,1954.02,2023-07-04 07:30:13.008119,-0.02000000000000455,SEÑAL
1953.51,2023-07-04 07:38:12.274510,1953.11,2023-07-04 07:40:13.006019,-0.0400000000000091,SEÑAL
1952.84,2023-07-04 07:40:45.022081,1952.75,2023-07-04 07:40:50.373580,-0.008999999999991815,SEÑAL
1952.77,2023-07-04 07:40:51.262372,1952.74,2023-07-04 07:40:51.718052,-0.0029999999999972718,SEÑAL
1952.77,2023-07-04 07:41:01.235549,1952.32,2023-07-04 07:42:34.144753,-0.04500000000000455,SEÑAL
1951.18,2023-07-04 07:45:56.313267,1950.96,2023-07-04 07:46:01.525213,-0.02200000000000273,SEÑAL
1950.99,2023-07-04 07:46:02.416045,1950.96,2023-07-04 07:46:02.864405,-0.0029999999999972718,SEÑAL
1950.5,2023-07-04 07:46:28.680620,1950.49,2023-07-04 07:46:29.128602,-0.0009999999999990906,SEÑAL
1950.5,2023-07-04 07:46:31.034174,1950.43,2023-07-04 07:46:31.641135,-0.006999999999993634,SEÑAL
1950.46,2023-07-04 07:46:33.438139,1950.38,2023-07-04 07:46:34.020639,-0.007999999999992725,SEÑAL
1950.56,2023-07-04 07:46:44.972385,1950.5,2023-07-04 07:47:34.101033,-0.0059999999999945436,SEÑAL
1950.74,2023-07-04 07:48:07.434835,1950.55,2023-07-04 07:48:17.889417,-0.019000000000005457,SEÑAL
1950.91,2023-07-04 07:49:28.636081,1950.75,2023-07-04 07:49:39.384488,-0.016000000000008185,SEÑAL
1950.59,2023-07-04 07:50:28.321917,1950.57,2023-07-04 07:51:00.924744,-0.001999999999998181,SEÑAL
1950.11,2023-07-04 07:51:44.915306,1949.58,2023-07-04 07:52:01.139079,-0.05299999999999727,SEÑAL
1949.86,2023-07-04 07:52:18.012845,1949.81,2023-07-04 07:53:28.447550,-0.0049999999999954525,SEÑAL
1950.16,2023-07-04 07:56:55.278649,1949.79,2023-07-04 07:57:33.949169,-0.03700000000001182,SEÑAL
1948.96,2023-07-04 07:59:54.958535,1948.55,2023-07-04 08:00:07.267901,-0.04100000000000819,SEÑAL
1950.29,2023-07-04 08:02:01.831816,1950.18,2023-07-04 08:02:28.365017,-0.010999999999989997,SEÑAL
1951.09,2023-07-04 08:07:39.634649,1950.79,2023-07-04 08:07:44.900383,-0.029999999999995454,SEÑAL
1950.96,2023-07-04 08:08:12.299021,1950.87,2023-07-04 08:08:55.296259,-0.009000000000014552,SEÑAL
1951.34,2023-07-04 08:23:44.951523,1951.33,2023-07-04 08:24:13.397564,-0.0009999999999990906,SEÑAL
1951.86,2023-07-04 08:35:45.162811,1951.84,2023-07-04 08:36:12.987257,-0.001999999999998181,SEÑAL
1952.36,2023-07-04 08:39:11.175681,1952.19,2023-07-04 08:39:49.385684,-0.016999999999984538,SEÑAL
1951.5,2023-07-04 08:40:51.826479,1951.1,2023-07-04 08:41:18.045747,-0.0400000000000091,SEÑAL
1950.92,2023-07-04 08:46:57.427242,1950.87,2023-07-04 08:48:23.941,-0.00500000000001819,SEÑAL
1949.72,2023-07-04 08:51:06.633056,1949.56,2023-07-04 08:51:11.903548,-0.016000000000008185,SEÑAL
1949.57,2023-07-04 08:51:12.778752,1949.56,2023-07-04 08:51:13.227303,-0.0009999999999990906,SEÑAL
1949.57,2023-07-04 08:51:13.809526,1949.42,2023-07-04 08:51:14.259338,-0.014999999999986358,SEÑAL
1951.77,2023-07-04 08:54:40.695306,1951.37,2023-07-04 08:54:51.260972,-0.0400000000000091,SEÑAL
1950.52,2023-07-04 08:58:49.688826,1950.22,2023-07-04 09:01:05.876331,-0.029999999999995454,SEÑAL
1949.94,2023-07-04 09:06:33.983107,1949.76,2023-07-04 09:06:45.099187,-0.01800000000000637,SEÑAL
1950.41,2023-07-04 09:07:11.995752,1950.29,2023-07-04 09:07:22.462274,-0.012000000000011824,SEÑAL
1952.84,2023-07-04 09:15:19.385680,1952.83,2023-07-04 09:15:58.340267,-0.0009999999999990906,SEÑAL
1953.13,2023-07-04 09:19:56.491037,1953.09,2023-07-04 09:20:28.618436,-0.004000000000019099,SEÑAL
1953.1,2023-07-04 09:21:22.268993,1952.97,2023-07-04 09:22:05.367853,-0.012999999999988177,SEÑAL
1952.97,2023-07-04 09:22:44.781163,1952.95,2023-07-04 09:22:50.153015,-0.001999999999998181,SEÑAL
1952.94,2023-07-04 09:23:01.802502,1952.93,2023-07-04 09:23:01.987659,-0.0009999999999990906,SEÑAL
1954.29,2023-07-04 09:26:45.799868,1954.26,2023-07-04 09:27:07.270525,-0.0029999999999972718,SEÑAL
1954.09,2023-07-04 09:30:42.613959,1954.08,2023-07-04 09:30:48.003597,-0.0009999999999990906,SEÑAL
1954.09,2023-07-04 09:30:49.924086,1954.07,2023-07-04 09:30:50.107938,-0.001999999999998181,SEÑAL
1954.09,2023-07-04 09:31:00.031416,1954.06,2023-07-04 09:31:00.621648,-0.0029999999999972718,SEÑAL
1954.1,2023-07-04 09:31:05.078979,1954.06,2023-07-04 09:31:05.531564,-0.003999999999996362,SEÑAL
1954.09,2023-07-04 09:31:10.195692,1954.06,2023-07-04 09:31:15.901909,-0.0029999999999972718,SEÑAL
1954.08,2023-07-04 09:31:16.762514,1954.06,2023-07-04 09:31:17.211122,-0.001999999999998181,SEÑAL
1954.08,2023-07-04 09:31:52.869122,1954.07,2023-07-04 09:32:03.804871,-0.0009999999999990906,SEÑAL
1954.08,2023-07-04 09:32:09.294543,1953.8,2023-07-04 09:32:25.368093,-0.027999999999997274,SEÑAL
1953.8,2023-07-04 09:33:04.026346,1953.61,2023-07-04 09:35:04.237717,-0.019000000000005457,SEÑAL
1952.5,2023-07-04 09:38:40.846304,1952.14,2023-07-04 09:40:32.691651,-0.03599999999999,SEÑAL
1952.04,2023-07-04 09:41:10.380526,1951.93,2023-07-04 09:41:16.365217,-0.010999999999989997,SEÑAL
1951.5,2023-07-04 09:41:17.296858,1951.46,2023-07-04 09:41:17.748578,-0.003999999999996362,SEÑAL
1953.12,2023-07-04 09:45:20.485087,1953.01,2023-07-04 09:45:39.838189,-0.010999999999989997,SEÑAL
1954.2,2023-07-04 09:54:01.072865,1954.06,2023-07-04 09:55:10.815161,-0.014000000000010004,SEÑAL
1954.87,2023-07-04 09:58:16.418180,1954.83,2023-07-04 09:58:43.608568,-0.003999999999996362,SEÑAL
1955.0,2023-07-04 10:01:21.433422,1954.99,2023-07-04 10:01:59.033067,-0.0009999999999990906,SEÑAL
1954.88,2023-07-04 10:02:53.396207,1954.77,2023-07-04 10:03:37.886709,-0.011000000000012734,SEÑAL
1954.81,2023-07-04 10:04:04.389707,1954.5,2023-07-04 10:05:21.559992,-0.030999999999994546,SEÑAL
1956.89,2023-07-04 10:10:39.367617,1956.86,2023-07-04 10:11:07.109913,-0.0030000000000200092,SEÑAL
1957.05,2023-07-04 10:11:12.582366,1957.04,2023-07-04 10:11:17.985132,-0.0009999999999990906,SEÑAL
1955.26,2023-07-04 10:15:04.858851,1955.15,2023-07-04 10:15:10.344768,-0.010999999999989997,SEÑAL
1955.05,2023-07-04 10:15:11.256446,1955.04,2023-07-04 10:15:11.709773,-0.0009999999999990906,SEÑAL
1954.77,2023-07-04 10:17:57.626090,1954.71,2023-07-04 10:18:13.007840,-0.0059999999999945436,SEÑAL
1956.24,2023-07-04 10:24:12.161627,1956.22,2023-07-04 10:24:55.547768,-0.001999999999998181,SEÑAL
1956.07,2023-07-04 10:26:22.824961,1956.06,2023-07-04 10:29:23.397751,-0.0009999999999990906,SEÑAL
1956.93,2023-07-04 10:33:18.098485,1956.5,2023-07-04 10:33:34.263212,-0.043000000000006366,SEÑAL
1956.3,2023-07-04 10:33:52.361446,1956.29,2023-07-04 10:33:52.807808,-0.0009999999999990906,SEÑAL
1956.31,2023-07-04 10:33:53.690052,1956.12,2023-07-04 10:33:54.142791,-0.019000000000005457,SEÑAL
1956.13,2023-07-04 10:34:49.109354,1955.84,2023-07-04 10:35:12.350044,-0.0290000000000191,SEÑAL
1958.35,2023-07-04 10:36:45.931584,1958.24,2023-07-04 10:36:46.379646,-0.010999999999989997,SEÑAL
1957.42,2023-07-04 10:51:06.757096,1957.2,2023-07-04 10:51:49.940689,-0.02200000000000273,SEÑAL
1957.58,2023-07-04 10:51:55.137729,1957.24,2023-07-04 10:52:17.544829,-0.033999999999991815,SEÑAL
1958.77,2023-07-04 10:55:12.060304,1958.42,2023-07-04 10:55:49.732349,-0.034999999999990906,SEÑAL
1958.48,2023-07-04 10:58:34.010586,1957.8,2023-07-04 10:58:50.510757,-0.06800000000000637,SEÑAL
1957.96,2023-07-04 10:59:12.957296,1957.89,2023-07-04 11:01:33.880988,-0.006999999999993634,SEÑAL
1956.89,2023-07-04 11:05:00.332071,1956.8,2023-07-04 11:06:44.174123,-0.009000000000014552,SEÑAL
1956.81,2023-07-04 11:07:33.365774,1956.8,2023-07-04 11:08:44.552481,-0.0009999999999990906,SEÑAL
1956.81,2023-07-04 11:10:50.540319,1956.67,2023-07-04 11:13:28.558848,-0.013999999999987267,SEÑAL
1956.19,2023-07-04 11:16:06.473894,1956.02,2023-07-04 11:17:11.091687,-0.017000000000007277,SEÑAL
1959.39,2023-07-04 11:23:13.328810,1959.23,2023-07-04 11:23:45.461779,-0.016000000000008185,SEÑAL
1958.87,2023-07-04 11:24:49.695055,1958.6,2023-07-04 11:25:16.930166,-0.02699999999999818,SEÑAL
1958.61,2023-07-04 11:25:32.783765,1958.49,2023-07-04 11:25:38.335289,-0.011999999999989087,SEÑAL
1961.01,2023-07-04 11:33:33.956805,1961.0,2023-07-04 11:33:39.184048,-0.0009999999999990906,SEÑAL
1961.49,2023-07-04 11:34:11.717777,1961.3,2023-07-04 11:34:16.855627,-0.019000000000005457,SEÑAL
1961.31,2023-07-04 11:34:17.782177,1961.3,2023-07-04 11:34:18.234394,-0.0009999999999990906,SEÑAL
1959.81,2023-07-04 11:35:11.696259,1959.67,2023-07-04 11:35:17.076408,-0.013999999999987267,SEÑAL
1959.71,2023-07-04 11:35:17.963782,1959.67,2023-07-04 11:35:18.417457,-0.003999999999996362,SEÑAL
1960.14,2023-07-04 11:36:54.041234,1960.03,2023-07-04 11:37:22.937698,-0.011000000000012734,SEÑAL
1961.93,2023-07-04 11:41:52.350761,1961.85,2023-07-04 11:42:17.335750,-0.008000000000015462,SEÑAL
1960.09,2023-07-04 11:44:10.330702,1958.86,2023-07-04 11:44:47.857665,-0.12300000000000183,SEÑAL
1960.33,2023-07-04 11:52:17.652825,1960.32,2023-07-04 11:52:51.022077,-0.0009999999999990906,SEÑAL
