Cantidad_Trades,Ganancia,Ganancia_Promedio_xTrade,PAR,Estrategia,Tiempo_inicial,Tiempo_final,Cantidad_trade
1,0.11869999999998981,0.11869999999998981,BTCTUSD,MACD,2023-07-05 01:00:34.947160,2023-07-05 01:13:27.553738,0.005
